season,game_id,game_date,official_date,status,detailed_state,away_team,home_team,away_score,home_score,winner,home_win,away_probable_pitcher,home_probable_pitcher
2024,746559,2024-05-08T00:40:00Z,2024-05-07,Final,Final,San Francisco Giants,Colorado Rockies,5,0,San Francisco Giants,0,Kyle Harrison,Dakota Hudson
2024,746147,2024-05-08T02:10:00Z,2024-05-07,Final,Final,Miami Marlins,Los Angeles Dodgers,2,8,Los Angeles Dodgers,1,Edward Cabrera,Yoshinobu Yamamoto
2024,745507,2024-05-08T16:35:00Z,2024-05-08,Final,Final,Los Angeles Angels,Pittsburgh Pirates,5,4,Los Angeles Angels,0,José Soriano,Martín Pérez
2024,745584,2024-05-08T17:05:00Z,2024-05-08,Final,Final,Toronto Blue Jays,Philadelphia Phillies,5,3,Toronto Blue Jays,0,Chris Bassitt,Aaron Nola
2024,746640,2024-05-08T17:10:00Z,2024-05-08,Final,Final,Detroit Tigers,Cleveland Guardians,4,5,Cleveland Guardians,1,Reese Olson,Tanner Bibee
2024,746312,2024-05-08T18:10:00Z,2024-05-08,Final,Final,Milwaukee Brewers,Kansas City Royals,4,6,Kansas City Royals,1,Joe Ross,Brady Singer
2024,746879,2024-05-08T18:20:00Z,2024-05-08,Final,Final,San Diego Padres,Chicago Cubs,3,0,San Diego Padres,0,Dylan Cease,Hayden Wesneski
2024,746151,2024-05-08T19:10:00Z,2024-05-08,Final,Final,Miami Marlins,Los Angeles Dodgers,1,3,Los Angeles Dodgers,1,Ryan Weathers,Gavin Stone
2024,745664,2024-05-08T19:37:00Z,2024-05-08,Final,Final,Texas Rangers,Oakland Athletics,4,9,Oakland Athletics,1,Michael Lorenzen,JP Sears
2024,745659,2024-05-08T19:42:00Z,2024-05-08,Final,Final,Texas Rangers,Oakland Athletics,12,11,Texas Rangers,0,Jack Leiter,Osvaldo Bido
2024,746717,2024-05-08T22:40:00Z,2024-05-08,Final,Final,Arizona Diamondbacks,Cincinnati Reds,4,3,Arizona Diamondbacks,0,Jordan Montgomery,Graham Ashcraft
2024,744858,2024-05-08T22:45:00Z,2024-05-08,Final,Final,Baltimore Orioles,Washington Nationals,7,6,Baltimore Orioles,0,Kyle Bradish,Mitchell Parker
2024,745097,2024-05-08T22:50:00Z,2024-05-08,Final,Final,Chicago White Sox,Tampa Bay Rays,4,1,Chicago White Sox,0,Chris Flexen,Aaron Civale
2024,745749,2024-05-08T23:05:00Z,2024-05-08,Final,Final,Houston Astros,New York Yankees,4,9,New York Yankees,1,Spencer Arrighetti,Carlos Rodón
2024,747127,2024-05-08T23:20:00Z,2024-05-08,Final,Final,Boston Red Sox,Atlanta Braves,0,5,Atlanta Braves,1,Nick Pivetta,Chris Sale
2024,745906,2024-05-08T23:40:00Z,2024-05-08,Final,Final,Seattle Mariners,Minnesota Twins,3,6,Minnesota Twins,1,George Kirby,Chris Paddack
2024,746562,2024-05-09T00:40:00Z,2024-05-08,Final,Final,San Francisco Giants,Colorado Rockies,8,6,San Francisco Giants,0,Jordan Hicks,Peter Lambert
2024,745184,2024-05-08T17:15:00Z,2024-08-05,Final,Postponed,New York Mets,St. Louis Cardinals,,,,,Jose Quintana,Sonny Gray
2024,746715,2024-05-09T17:10:00Z,2024-05-09,Final,Final,Arizona Diamondbacks,Cincinnati Reds,5,4,Arizona Diamondbacks,0,Slade Cecconi,Hunter Greene
2024,745910,2024-05-09T17:10:00Z,2024-05-09,Final,Final,Seattle Mariners,Minnesota Twins,1,11,Minnesota Twins,1,Logan Gilbert,Pablo López
2024,746563,2024-05-09T19:10:00Z,2024-05-09,Final,Final,San Francisco Giants,Colorado Rockies,1,9,Colorado Rockies,1,Keaton Winn,Cal Quantrill
2024,745748,2024-05-09T21:05:00Z,2024-05-09,Final,Final,Houston Astros,New York Yankees,4,3,Houston Astros,0,Ronel Blanco,Marcus Stroman
2024,746802,2024-05-09T23:40:00Z,2024-05-09,Final,Final,Cleveland Guardians,Chicago White Sox,2,3,Chicago White Sox,1,Ben Lively,Erick Fedde
2024,745995,2024-05-09T23:40:00Z,2024-05-09,Final,Final,St. Louis Cardinals,Milwaukee Brewers,1,7,Milwaukee Brewers,1,Sonny Gray,Tobias Myers
2024,746241,2024-05-10T01:38:00Z,2024-05-09,Final,Final,Kansas City Royals,Los Angeles Angels,10,4,Kansas City Royals,0,Michael Wacha,Reid Detmers
2024,746479,2024-05-10T22:40:00Z,2024-05-10,Final,Final,Houston Astros,Detroit Tigers,5,2,Houston Astros,0,Framber Valdez,Casey Mize
2024,745506,2024-05-10T22:40:00Z,2024-05-10,Final,Final,Chicago Cubs,Pittsburgh Pirates,7,2,Chicago Cubs,0,Javier Assad,Jared Jones
2024,745094,2024-05-10T22:50:00Z,2024-05-10,Final,Final,New York Yankees,Tampa Bay Rays,2,0,New York Yankees,0,Clarke Schmidt,Taj Bradley
2024,747043,2024-05-10T23:05:00Z,2024-05-10,Final,Final,Arizona Diamondbacks,Baltimore Orioles,2,4,Baltimore Orioles,1,Brandon Pfaadt,Cole Irvin
2024,744940,2024-05-10T23:07:00Z,2024-05-10,Final,Final,Minnesota Twins,Toronto Blue Jays,3,2,Minnesota Twins,0,Joe Ryan,Yusei Kikuchi
2024,746964,2024-05-10T23:10:00Z,2024-05-10,Final,Final,Washington Nationals,Boston Red Sox,5,1,Washington Nationals,0,Patrick Corbin,Tanner Houck
2024,745827,2024-05-10T23:10:00Z,2024-05-10,Final,Final,Atlanta Braves,New York Mets,4,2,Atlanta Braves,0,Charlie Morton,Jose Quintana
2024,746071,2024-05-10T23:10:00Z,2024-05-10,Final,Final,Philadelphia Phillies,Miami Marlins,8,2,Philadelphia Phillies,0,Ranger Suarez,Trevor Rogers
2024,746801,2024-05-10T23:40:00Z,2024-05-10,Final,Final,Cleveland Guardians,Chicago White Sox,3,6,Chicago White Sox,1,Carlos Carrasco,Garrett Crochet
2024,745993,2024-05-11T00:10:00Z,2024-05-10,Final,Final,St. Louis Cardinals,Milwaukee Brewers,2,11,Milwaukee Brewers,1,Lance Lynn,Robert Gasser
2024,746553,2024-05-11T00:40:00Z,2024-05-10,Final,Final,Texas Rangers,Colorado Rockies,2,4,Colorado Rockies,1,Jon Gray,Austin Gomber
2024,746240,2024-05-11T01:38:00Z,2024-05-10,Final,Final,Kansas City Royals,Los Angeles Angels,2,1,Kansas City Royals,0,Alec Marsh,Griffin Canning
2024,745421,2024-05-11T01:40:00Z,2024-05-10,Final,Final,Los Angeles Dodgers,San Diego Padres,1,2,San Diego Padres,1,Tyler Glasnow,Michael King
2024,745264,2024-05-11T01:40:00Z,2024-05-10,Final,Final,Oakland Athletics,Seattle Mariners,1,8,Seattle Mariners,1,Paul Blackburn,Bryan Woo
2024,745340,2024-05-11T02:15:00Z,2024-05-10,Final,Final,Cincinnati Reds,San Francisco Giants,4,2,Cincinnati Reds,0,Andrew Abbott,Logan Webb
2024,744943,2024-05-11T19:07:00Z,2024-05-11,Final,Final,Minnesota Twins,Toronto Blue Jays,8,10,Toronto Blue Jays,1,Simeon Woods Richardson,Kevin Gausman
2024,747041,2024-05-11T20:05:00Z,2024-05-11,Final,Final,Arizona Diamondbacks,Baltimore Orioles,4,5,Baltimore Orioles,1,Ryne Nelson,John Means
2024,745505,2024-05-11T20:05:00Z,2024-05-11,Final,Final,Chicago Cubs,Pittsburgh Pirates,9,10,Pittsburgh Pirates,1,Justin Steele,Paul Skenes
2024,746963,2024-05-11T20:10:00Z,2024-05-11,Final,Final,Washington Nationals,Boston Red Sox,2,4,Boston Red Sox,1,Jake Irvin,Cooper Criswell
2024,745828,2024-05-11T20:10:00Z,2024-05-11,Final,Final,Atlanta Braves,New York Mets,4,1,Atlanta Braves,0,Max Fried,Christian Scott
2024,746069,2024-05-11T20:10:00Z,2024-05-11,Final,Final,Philadelphia Phillies,Miami Marlins,8,3,Philadelphia Phillies,0,Taijuan Walker,Jesús Luzardo
2024,745096,2024-05-11T20:10:00Z,2024-05-11,Final,Final,New York Yankees,Tampa Bay Rays,2,7,Tampa Bay Rays,1,Nestor Cortes,Zack Littell
2024,746480,2024-05-11T22:10:00Z,2024-05-11,Final,Final,Houston Astros,Detroit Tigers,2,8,Detroit Tigers,1,Cristian Javier,Tarik Skubal
2024,746797,2024-05-11T23:10:00Z,2024-05-11,Final,Final,Cleveland Guardians,Chicago White Sox,1,3,Chicago White Sox,1,Triston McKenzie,Mike Clevinger
2024,745344,2024-05-11T23:15:00Z,2024-05-11,Final,Final,Cincinnati Reds,San Francisco Giants,1,5,San Francisco Giants,1,Nick Lodolo,Mason Black
2024,745994,2024-05-11T23:15:00Z,2024-05-11,Final,Final,St. Louis Cardinals,Milwaukee Brewers,3,5,Milwaukee Brewers,1,Kyle Gibson,Freddy Peralta
2024,746554,2024-05-12T00:10:00Z,2024-05-11,Final,Final,Texas Rangers,Colorado Rockies,3,8,Colorado Rockies,1,Andrew Heaney,Ryan Feltner
2024,745422,2024-05-12T00:40:00Z,2024-05-11,Final,Final,Los Angeles Dodgers,San Diego Padres,5,0,Los Angeles Dodgers,0,James Paxton,Matt Waldron
2024,746232,2024-05-12T01:38:00Z,2024-05-11,Final,Final,Kansas City Royals,Los Angeles Angels,3,9,Los Angeles Angels,1,Cole Ragans,Tyler Anderson
2024,745262,2024-05-12T01:40:00Z,2024-05-11,Final,Final,Oakland Athletics,Seattle Mariners,8,1,Oakland Athletics,0,Joey Estes,Bryce Miller
2024,747042,2024-05-12T17:35:00Z,2024-05-12,Final,Final,Arizona Diamondbacks,Baltimore Orioles,9,2,Arizona Diamondbacks,0,Zac Gallen,Dean Kremer
2024,746965,2024-05-12T17:35:00Z,2024-05-12,Final,Final,Washington Nationals,Boston Red Sox,2,3,Boston Red Sox,1,MacKenzie Gore,Brayan Bello
2024,745499,2024-05-12T17:35:00Z,2024-05-12,Final,Final,Chicago Cubs,Pittsburgh Pirates,5,4,Chicago Cubs,0,Kyle Hendricks,Bailey Falter
2024,744941,2024-05-12T17:37:00Z,2024-05-12,Final,Final,Minnesota Twins,Toronto Blue Jays,5,1,Minnesota Twins,0,Bailey Ober,Alek Manoah
2024,746476,2024-05-12T17:40:00Z,2024-05-12,Final,Final,Houston Astros,Detroit Tigers,9,3,Houston Astros,0,Justin Verlander,Jack Flaherty
2024,746068,2024-05-12T17:40:00Z,2024-05-12,Final,Final,Philadelphia Phillies,Miami Marlins,6,7,Miami Marlins,1,Zack Wheeler,Braxton Garrett
2024,745092,2024-05-12T17:40:00Z,2024-05-12,Final,Final,New York Yankees,Tampa Bay Rays,10,6,New York Yankees,0,Luis Gil,Tyler Alexander
2024,746798,2024-05-12T18:10:00Z,2024-05-12,Final,Final,Cleveland Guardians,Chicago White Sox,7,0,Cleveland Guardians,0,Logan Allen,Michael Soroka
2024,745990,2024-05-12T18:10:00Z,2024-05-12,Final,Final,St. Louis Cardinals,Milwaukee Brewers,4,3,St. Louis Cardinals,0,Miles Mikolas,Bryse Wilson
2024,746555,2024-05-12T19:10:00Z,2024-05-12,Final,Final,Texas Rangers,Colorado Rockies,1,3,Colorado Rockies,1,José Ureña,Ty Blach
2024,745345,2024-05-12T20:05:00Z,2024-05-12,Final,Final,Cincinnati Reds,San Francisco Giants,5,6,San Francisco Giants,1,Frankie Montas,Kyle Harrison
2024,746234,2024-05-12T20:07:00Z,2024-05-12,Final,Final,Kansas City Royals,Los Angeles Angels,4,2,Kansas City Royals,0,Seth Lugo,Patrick Sandoval
2024,745419,2024-05-12T20:10:00Z,2024-05-12,Final,Final,Los Angeles Dodgers,San Diego Padres,0,4,San Diego Padres,1,Walker Buehler,Yu Darvish
2024,745255,2024-05-12T20:10:00Z,2024-05-12,Final,Final,Oakland Athletics,Seattle Mariners,4,8,Seattle Mariners,1,Alex Wood,Luis Castillo
2024,745825,2024-05-12T23:10:00Z,2024-05-12,Final,Final,Atlanta Braves,New York Mets,3,4,New York Mets,1,Bryce Elder,Luis Severino
2024,747040,2024-05-13T22:35:00Z,2024-05-13,Final,Final,Toronto Blue Jays,Baltimore Orioles,3,2,Toronto Blue Jays,0,José Berríos,Corbin Burnes
2024,746471,2024-05-13T22:40:00Z,2024-05-13,Final,Final,Miami Marlins,Detroit Tigers,5,6,Detroit Tigers,1,Sixto Sánchez,Matt Manning
2024,746961,2024-05-13T23:10:00Z,2024-05-13,Final,Final,Tampa Bay Rays,Boston Red Sox,5,3,Tampa Bay Rays,0,Zach Eflin,Kutter Crawford
2024,745826,2024-05-13T23:10:00Z,2024-05-13,Final,Final,Philadelphia Phillies,New York Mets,5,4,Philadelphia Phillies,0,Cristopher Sánchez,Sean Manaea
2024,747128,2024-05-13T23:20:00Z,2024-05-13,Final,Final,Chicago Cubs,Atlanta Braves,0,2,Atlanta Braves,1,Shota Imanaga,Reynaldo López
2024,745991,2024-05-13T23:40:00Z,2024-05-13,Final,Final,Pittsburgh Pirates,Milwaukee Brewers,8,6,Pittsburgh Pirates,0,Mitch Keller,Colin Rea
2024,745019,2024-05-14T00:05:00Z,2024-05-13,Final,Final,Cleveland Guardians,Texas Rangers,7,0,Cleveland Guardians,0,Tanner Bibee,Michael Lorenzen
2024,746393,2024-05-14T00:10:00Z,2024-05-13,Final,Final,Oakland Athletics,Houston Astros,2,9,Houston Astros,1,Ross Stripling,Spencer Arrighetti
2024,746233,2024-05-14T01:38:00Z,2024-05-13,Final,Final,St. Louis Cardinals,Los Angeles Angels,10,5,St. Louis Cardinals,0,Matthew Liberatore,José Soriano
2024,747204,2024-05-14T01:40:00Z,2024-05-13,Final,Final,Cincinnati Reds,Arizona Diamondbacks,5,6,Arizona Diamondbacks,1,Graham Ashcraft,Jordan Montgomery
2024,745420,2024-05-14T01:40:00Z,2024-05-13,Final,Final,Colorado Rockies,San Diego Padres,5,4,Colorado Rockies,0,Dakota Hudson,Randy Vásquez
2024,745256,2024-05-14T01:40:00Z,2024-05-13,Final,Final,Kansas City Royals,Seattle Mariners,2,6,Seattle Mariners,1,Brady Singer,George Kirby
2024,745343,2024-05-14T01:45:00Z,2024-05-13,Final,Final,Los Angeles Dodgers,San Francisco Giants,6,4,Los Angeles Dodgers,0,Yoshinobu Yamamoto,Jordan Hicks
2024,746799,2024-05-13T23:40:00Z,2024-05-14,Final,Postponed,Washington Nationals,Chicago White Sox,,,,,Trevor Williams,Chris Flexen
2024,745821,2024-05-14T17:10:00Z,2024-05-14,Final,Final,Philadelphia Phillies,New York Mets,4,0,Philadelphia Phillies,0,Aaron Nola,José Buttó
2024,746796,2024-05-14T20:40:00Z,2024-05-14,Final,Final,Washington Nationals,Chicago White Sox,6,3,Washington Nationals,0,Trevor Williams,Chris Flexen
2024,746799,2024-05-14T20:45:00Z,2024-05-14,Final,Final,Washington Nationals,Chicago White Sox,0,4,Chicago White Sox,1,Mitchell Parker,Erick Fedde
2024,746473,2024-05-14T22:40:00Z,2024-05-14,Final,Final,Miami Marlins,Detroit Tigers,1,0,Miami Marlins,0,Ryan Weathers,Reese Olson
2024,746962,2024-05-14T23:10:00Z,2024-05-14,Final,Final,Tampa Bay Rays,Boston Red Sox,4,5,Boston Red Sox,1,Aaron Civale,Nick Pivetta
2024,747124,2024-05-14T23:20:00Z,2024-05-14,Final,Final,Chicago Cubs,Atlanta Braves,0,7,Atlanta Braves,1,Jameson Taillon,Chris Sale
2024,745909,2024-05-14T23:40:00Z,2024-05-14,Final,Final,New York Yankees,Minnesota Twins,5,1,New York Yankees,0,Carlos Rodón,Chris Paddack
2024,745989,2024-05-14T23:40:00Z,2024-05-14,Final,Final,Pittsburgh Pirates,Milwaukee Brewers,3,4,Milwaukee Brewers,1,Quinn Priester,Joe Ross
2024,745014,2024-05-15T00:05:00Z,2024-05-14,Final,Final,Cleveland Guardians,Texas Rangers,7,4,Cleveland Guardians,0,Ben Lively,Jack Leiter
2024,746396,2024-05-15T00:10:00Z,2024-05-14,Final,Final,Oakland Athletics,Houston Astros,1,2,Houston Astros,1,JP Sears,Ronel Blanco
2024,746235,2024-05-15T01:38:00Z,2024-05-14,Final,Final,St. Louis Cardinals,Los Angeles Angels,7,6,St. Louis Cardinals,0,Sonny Gray,Reid Detmers
2024,747205,2024-05-15T01:40:00Z,2024-05-14,Final,Final,Cincinnati Reds,Arizona Diamondbacks,6,2,Cincinnati Reds,0,Hunter Greene,Slade Cecconi
2024,745418,2024-05-15T01:40:00Z,2024-05-14,Final,Final,Colorado Rockies,San Diego Padres,6,3,Colorado Rockies,0,Cal Quantrill,Dylan Cease
2024,745257,2024-05-15T01:40:00Z,2024-05-14,Final,Final,Kansas City Royals,Seattle Mariners,4,2,Kansas City Royals,0,Michael Wacha,Logan Gilbert
2024,745342,2024-05-15T01:45:00Z,2024-05-14,Final,Final,Los Angeles Dodgers,San Francisco Giants,10,2,Los Angeles Dodgers,0,Gavin Stone,Keaton Winn
2024,747039,2024-05-14T22:35:00Z,2024-07-29,Final,Postponed,Toronto Blue Jays,Baltimore Orioles,,,,,Chris Bassitt,Kyle Bradish
2024,747038,2024-05-15T16:35:00Z,2024-05-15,Final,Final,Toronto Blue Jays,Baltimore Orioles,2,3,Baltimore Orioles,1,Yusei Kikuchi,Kyle Bradish
2024,746472,2024-05-15T17:10:00Z,2024-05-15,Final,Final,Miami Marlins,Detroit Tigers,2,0,Miami Marlins,0,Trevor Rogers,Casey Mize
2024,745992,2024-05-15T17:10:00Z,2024-05-15,Final,Final,Pittsburgh Pirates,Milwaukee Brewers,2,10,Milwaukee Brewers,1,Martín Pérez,Robert Gasser
2024,746795,2024-05-15T18:10:00Z,2024-05-15,Final,Final,Washington Nationals,Chicago White Sox,0,2,Chicago White Sox,1,Patrick Corbin,Garrett Crochet
2024,747203,2024-05-15T19:40:00Z,2024-05-15,Final,Final,Cincinnati Reds,Arizona Diamondbacks,1,2,Arizona Diamondbacks,1,Andrew Abbott,Brandon Pfaadt
2024,745417,2024-05-15T20:10:00Z,2024-05-15,Final,Final,Colorado Rockies,San Diego Padres,8,0,Colorado Rockies,0,Austin Gomber,Michael King
2024,745259,2024-05-15T20:10:00Z,2024-05-15,Final,Final,Kansas City Royals,Seattle Mariners,2,4,Seattle Mariners,1,Alec Marsh,Bryan Woo
2024,745582,2024-05-15T22:40:00Z,2024-05-15,Final,Final,New York Mets,Philadelphia Phillies,5,10,Philadelphia Phillies,1,Joey Lucchesi,Ranger Suarez
2024,746960,2024-05-15T23:10:00Z,2024-05-15,Final,Final,Tampa Bay Rays,Boston Red Sox,4,3,Tampa Bay Rays,0,Taj Bradley,Tanner Houck
2024,747123,2024-05-15T23:20:00Z,2024-05-15,Final,Final,Chicago Cubs,Atlanta Braves,7,1,Chicago Cubs,0,Javier Assad,Charlie Morton
2024,745908,2024-05-15T23:40:00Z,2024-05-15,Final,Final,New York Yankees,Minnesota Twins,4,0,New York Yankees,0,Marcus Stroman,Pablo López
2024,745015,2024-05-16T00:05:00Z,2024-05-15,Final,Final,Cleveland Guardians,Texas Rangers,0,4,Texas Rangers,1,Carlos Carrasco,Jon Gray
2024,746397,2024-05-16T00:10:00Z,2024-05-15,Final,Final,Oakland Athletics,Houston Astros,0,3,Houston Astros,1,Aaron Brooks,Framber Valdez
2024,746231,2024-05-16T01:07:00Z,2024-05-15,Final,Final,St. Louis Cardinals,Los Angeles Angels,2,7,Los Angeles Angels,1,Lance Lynn,Griffin Canning
2024,745341,2024-05-16T01:45:00Z,2024-05-15,Final,Final,Los Angeles Dodgers,San Francisco Giants,1,4,San Francisco Giants,1,Elieser Hernández,Logan Webb
2024,745907,2024-05-16T17:10:00Z,2024-05-16,Final,Final,New York Yankees,Minnesota Twins,5,0,New York Yankees,0,Clarke Schmidt,Joe Ryan
2024,745580,2024-05-16T22:40:00Z,2024-05-16,Final,Final,New York Mets,Philadelphia Phillies,6,5,New York Mets,0,Jose Quintana,Taijuan Walker
2024,746959,2024-05-16T23:10:00Z,2024-05-16,Final,Final,Tampa Bay Rays,Boston Red Sox,7,5,Tampa Bay Rays,0,Zack Littell,Cooper Criswell
2024,746881,2024-05-16T23:40:00Z,2024-05-16,Final,Final,Pittsburgh Pirates,Chicago Cubs,5,4,Pittsburgh Pirates,0,Jared Jones,Justin Steele
2024,746391,2024-05-17T00:10:00Z,2024-05-16,Final,Final,Oakland Athletics,Houston Astros,1,8,Houston Astros,1,Joey Estes,Cristian Javier
2024,746150,2024-05-17T02:10:00Z,2024-05-16,Final,Final,Cincinnati Reds,Los Angeles Dodgers,7,2,Cincinnati Reds,0,Brent Suter,Tyler Glasnow
2024,746878,2024-05-17T18:20:00Z,2024-05-17,Final,Final,Pittsburgh Pirates,Chicago Cubs,9,3,Pittsburgh Pirates,0,Paul Skenes,Kyle Hendricks
2024,745579,2024-05-17T22:40:00Z,2024-05-17,Final,Final,Washington Nationals,Philadelphia Phillies,2,4,Philadelphia Phillies,1,Jake Irvin,Zack Wheeler
2024,747037,2024-05-17T23:05:00Z,2024-05-17,Final,Final,Seattle Mariners,Baltimore Orioles,2,9,Baltimore Orioles,1,Bryce Miller,John Means
2024,745747,2024-05-17T23:05:00Z,2024-05-17,Final,Final,Chicago White Sox,New York Yankees,2,4,New York Yankees,1,Mike Clevinger,Nestor Cortes
2024,744934,2024-05-17T23:07:00Z,2024-05-17,Final,Final,Tampa Bay Rays,Toronto Blue Jays,4,3,Tampa Bay Rays,0,Tyler Alexander,Chris Bassitt
2024,746641,2024-05-17T23:10:00Z,2024-05-17,Final,Final,Minnesota Twins,Cleveland Guardians,2,3,Cleveland Guardians,1,Simeon Woods Richardson,Triston McKenzie
2024,746065,2024-05-17T23:10:00Z,2024-05-17,Final,Final,New York Mets,Miami Marlins,0,8,Miami Marlins,1,Christian Scott,Jesús Luzardo
2024,747122,2024-05-17T23:20:00Z,2024-05-17,Final,Final,San Diego Padres,Atlanta Braves,3,1,San Diego Padres,0,Matt Waldron,Max Fried
2024,746310,2024-05-17T23:40:00Z,2024-05-17,Final,Final,Oakland Athletics,Kansas City Royals,2,6,Kansas City Royals,1,Mitch Spence,Cole Ragans
2024,745016,2024-05-18T00:05:00Z,2024-05-17,Final,Final,Los Angeles Angels,Texas Rangers,9,3,Los Angeles Angels,0,Tyler Anderson,Andrew Heaney
2024,746388,2024-05-18T00:10:00Z,2024-05-17,Final,Final,Milwaukee Brewers,Houston Astros,4,5,Houston Astros,1,Freddy Peralta,Hunter Brown
2024,745178,2024-05-18T00:15:00Z,2024-05-17,Final,Final,Boston Red Sox,St. Louis Cardinals,6,10,St. Louis Cardinals,1,Brayan Bello,Kyle Gibson
2024,747201,2024-05-18T01:40:00Z,2024-05-17,Final,Final,Detroit Tigers,Arizona Diamondbacks,13,0,Detroit Tigers,0,Tarik Skubal,Ryne Nelson
2024,746148,2024-05-18T02:10:00Z,2024-05-17,Final,Final,Cincinnati Reds,Los Angeles Dodgers,3,7,Los Angeles Dodgers,1,Frankie Montas,James Paxton
2024,745335,2024-05-18T02:15:00Z,2024-05-17,Final,Final,Colorado Rockies,San Francisco Giants,5,10,San Francisco Giants,1,Ryan Feltner,Mason Black
2024,745744,2024-05-18T17:05:00Z,2024-05-18,Final,Final,Chicago White Sox,New York Yankees,1,6,New York Yankees,1,Brad Keller,Luis Gil
2024,746882,2024-05-18T18:20:00Z,2024-05-18,Final,Final,Pittsburgh Pirates,Chicago Cubs,0,1,Chicago Cubs,1,Bailey Falter,Shota Imanaga
2024,744938,2024-05-18T19:07:00Z,2024-05-18,Final,Final,Tampa Bay Rays,Toronto Blue Jays,5,4,Tampa Bay Rays,0,Zach Eflin,Kevin Gausman
2024,747036,2024-05-18T20:05:00Z,2024-05-18,Final,Final,Seattle Mariners,Baltimore Orioles,4,3,Seattle Mariners,0,Luis Castillo,Grayson Rodriguez
2024,745339,2024-05-18T20:05:00Z,2024-05-18,Final,Final,Colorado Rockies,San Francisco Giants,4,14,San Francisco Giants,1,Ty Blach,Kyle Harrison
2024,746067,2024-05-18T20:10:00Z,2024-05-18,Final,Final,New York Mets,Miami Marlins,9,10,Miami Marlins,1,Luis Severino,Braxton Garrett
2024,745581,2024-05-18T22:05:00Z,2024-05-18,Final,Final,Washington Nationals,Philadelphia Phillies,3,4,Philadelphia Phillies,1,MacKenzie Gore,Cristopher Sánchez
2024,746642,2024-05-18T22:10:00Z,2024-05-18,Final,Final,Minnesota Twins,Cleveland Guardians,4,11,Cleveland Guardians,1,Bailey Ober,Logan Allen
2024,746308,2024-05-18T23:10:00Z,2024-05-18,Final,Final,Oakland Athletics,Kansas City Royals,3,5,Kansas City Royals,1,Ross Stripling,Seth Lugo
2024,746389,2024-05-18T23:10:00Z,2024-05-18,Final,Final,Milwaukee Brewers,Houston Astros,4,2,Milwaukee Brewers,0,Bryse Wilson,Justin Verlander
2024,745177,2024-05-18T23:15:00Z,2024-05-18,Final,Final,Boston Red Sox,St. Louis Cardinals,2,7,St. Louis Cardinals,1,Kutter Crawford,Miles Mikolas
2024,745013,2024-05-18T23:15:00Z,2024-05-18,Final,Final,Los Angeles Angels,Texas Rangers,2,3,Texas Rangers,1,Patrick Sandoval,José Ureña
2024,747202,2024-05-19T00:10:00Z,2024-05-18,Final,Final,Detroit Tigers,Arizona Diamondbacks,8,3,Detroit Tigers,0,Jack Flaherty,Zac Gallen
2024,746142,2024-05-19T01:10:00Z,2024-05-18,Final,Final,Cincinnati Reds,Los Angeles Dodgers,0,4,Los Angeles Dodgers,1,Graham Ashcraft,Walker Buehler
2024,747121,2024-05-18T23:15:00Z,2024-05-20,Final,Postponed,San Diego Padres,Atlanta Braves,,,,,Yu Darvish,Bryce Elder
2024,745179,2024-05-19T17:05:00Z,2024-05-19,Final,Final,Boston Red Sox,St. Louis Cardinals,11,3,Boston Red Sox,0,Nick Pivetta,Matthew Liberatore
2024,747035,2024-05-19T17:35:00Z,2024-05-19,Final,Final,Seattle Mariners,Baltimore Orioles,3,6,Baltimore Orioles,1,George Kirby,Corbin Burnes
2024,745577,2024-05-19T17:35:00Z,2024-05-19,Final,Final,Washington Nationals,Philadelphia Phillies,5,11,Philadelphia Phillies,1,Trevor Williams,Aaron Nola
2024,745745,2024-05-19T17:35:00Z,2024-05-19,Final,Final,Chicago White Sox,New York Yankees,2,7,New York Yankees,1,Chris Flexen,Carlos Rodón
2024,744937,2024-05-19T17:37:00Z,2024-05-19,Final,Final,Tampa Bay Rays,Toronto Blue Jays,2,5,Toronto Blue Jays,1,Aaron Civale,Alek Manoah
2024,746636,2024-05-19T17:40:00Z,2024-05-19,Final,Final,Minnesota Twins,Cleveland Guardians,2,5,Cleveland Guardians,1,Chris Paddack,Tanner Bibee
2024,746064,2024-05-19T17:40:00Z,2024-05-19,Final,Final,New York Mets,Miami Marlins,7,3,New York Mets,0,Sean Manaea,Sixto Sánchez
2024,746306,2024-05-19T18:10:00Z,2024-05-19,Final,Final,Oakland Athletics,Kansas City Royals,4,8,Kansas City Royals,1,JP Sears,Brady Singer
2024,746392,2024-05-19T18:10:00Z,2024-05-19,Final,Final,Milwaukee Brewers,Houston Astros,4,9,Houston Astros,1,Colin Rea,Spencer Arrighetti
2024,746880,2024-05-19T18:20:00Z,2024-05-19,Final,Final,Pittsburgh Pirates,Chicago Cubs,3,2,Pittsburgh Pirates,0,Mitch Keller,Jameson Taillon
2024,745012,2024-05-19T18:35:00Z,2024-05-19,Final,Final,Los Angeles Angels,Texas Rangers,4,1,Los Angeles Angels,0,José Soriano,Michael Lorenzen
2024,745336,2024-05-19T20:05:00Z,2024-05-19,Final,Final,Colorado Rockies,San Francisco Giants,1,4,San Francisco Giants,1,Dakota Hudson,Jordan Hicks
2024,747198,2024-05-19T20:10:00Z,2024-05-19,Final,Final,Detroit Tigers,Arizona Diamondbacks,4,6,Arizona Diamondbacks,1,Matt Manning,Jordan Montgomery
