season,game_id,game_date,official_date,status,detailed_state,away_team,home_team,away_score,home_score,winner,home_win,away_probable_pitcher,home_probable_pitcher
2024,746412,2024-03-30T00:10:00Z,2024-03-29,Final,Final,New York Yankees,Houston Astros,7,1,New York Yankees,0,Carlos Rodón,Cristian Javier
2024,747223,2024-03-30T01:40:00Z,2024-03-29,Final,Final,Colorado Rockies,Arizona Diamondbacks,3,7,Arizona Diamondbacks,1,Cal Quantrill,Merrill Kelly
2024,745682,2024-03-30T01:40:00Z,2024-03-29,Final,Final,Cleveland Guardians,Oakland Athletics,6,4,Cleveland Guardians,0,Logan Allen,Ross Stripling
2024,745276,2024-03-30T01:40:00Z,2024-03-29,Final,Final,Boston Red Sox,Seattle Mariners,0,1,Seattle Mariners,1,Nick Pivetta,George Kirby
2024,745435,2024-03-30T01:40:00Z,2024-03-29,Final,Final,San Francisco Giants,San Diego Padres,8,3,San Francisco Giants,0,Kyle Harrison,Joe Musgrove
2024,746167,2024-03-30T02:10:00Z,2024-03-29,Final,Final,St. Louis Cardinals,Los Angeles Dodgers,3,6,Los Angeles Dodgers,1,Zack Thompson,Bobby Miller
2024,745850,2024-03-30T17:40:00Z,2024-03-30,Final,Final,Milwaukee Brewers,New York Mets,7,6,Milwaukee Brewers,0,DL Hall,Luis Severino
2024,746818,2024-03-30T18:10:00Z,2024-03-30,Final,Final,Detroit Tigers,Chicago White Sox,7,6,Detroit Tigers,0,Kenta Maeda,Michael Soroka
2024,747063,2024-03-30T20:05:00Z,2024-03-30,Final,Final,Los Angeles Angels,Baltimore Orioles,4,13,Baltimore Orioles,1,Griffin Canning,Grayson Rodriguez
2024,745599,2024-03-30T20:05:00Z,2024-03-30,Final,Final,Atlanta Braves,Philadelphia Phillies,12,4,Atlanta Braves,0,Max Fried,Aaron Nola
2024,745684,2024-03-30T20:07:00Z,2024-03-30,Final,Final,Cleveland Guardians,Oakland Athletics,12,3,Cleveland Guardians,0,Tanner Bibee,JP Sears
2024,746736,2024-03-30T20:10:00Z,2024-03-30,Final,Final,Washington Nationals,Cincinnati Reds,7,6,Washington Nationals,0,Patrick Corbin,Hunter Greene
2024,745119,2024-03-30T20:10:00Z,2024-03-30,Final,Final,Toronto Blue Jays,Tampa Bay Rays,1,5,Tampa Bay Rays,1,Yusei Kikuchi,Zack Littell
2024,746333,2024-03-30T20:10:00Z,2024-03-30,Final,Final,Minnesota Twins,Kansas City Royals,5,1,Minnesota Twins,0,Joe Ryan,Seth Lugo
2024,746087,2024-03-30T20:10:00Z,2024-03-30,Final,Final,Pittsburgh Pirates,Miami Marlins,9,3,Pittsburgh Pirates,0,Jared Jones,Ryan Weathers
2024,745037,2024-03-30T23:05:00Z,2024-03-30,Final,Final,Chicago Cubs,Texas Rangers,2,11,Texas Rangers,1,Kyle Hendricks,Cody Bradford
2024,745436,2024-03-30T23:15:00Z,2024-03-30,Final,Final,San Francisco Giants,San Diego Padres,9,6,San Francisco Giants,0,Jordan Hicks,Dylan Cease
2024,746410,2024-03-30T23:15:00Z,2024-03-30,Final,Final,New York Yankees,Houston Astros,5,3,New York Yankees,0,Marcus Stroman,Hunter Brown
2024,747221,2024-03-31T00:10:00Z,2024-03-30,Final,Final,Colorado Rockies,Arizona Diamondbacks,9,4,Colorado Rockies,0,Austin Gomber,Tommy Henry
2024,746168,2024-03-31T01:10:00Z,2024-03-30,Final,Final,St. Louis Cardinals,Los Angeles Dodgers,6,5,St. Louis Cardinals,0,Lance Lynn,Yoshinobu Yamamoto
2024,745278,2024-03-31T01:40:00Z,2024-03-30,Final,Final,Boston Red Sox,Seattle Mariners,3,4,Seattle Mariners,1,Kutter Crawford,Logan Gilbert
2024,747062,2024-03-31T17:35:00Z,2024-03-31,Final,Final,Los Angeles Angels,Baltimore Orioles,4,1,Los Angeles Angels,0,Reid Detmers,Tyler Wells
2024,745602,2024-03-31T17:35:00Z,2024-03-31,Final,Final,Atlanta Braves,Philadelphia Phillies,4,5,Philadelphia Phillies,1,Chris Sale,Ranger Suarez
2024,746739,2024-03-31T17:40:00Z,2024-03-31,Final,Final,Washington Nationals,Cincinnati Reds,5,6,Cincinnati Reds,1,Jake Irvin,Nick Martinez
2024,745115,2024-03-31T17:40:00Z,2024-03-31,Final,Final,Toronto Blue Jays,Tampa Bay Rays,9,2,Toronto Blue Jays,0,Kevin Gausman,Shawn Armstrong
2024,746090,2024-03-31T17:40:00Z,2024-03-31,Final,Final,Pittsburgh Pirates,Miami Marlins,9,7,Pittsburgh Pirates,0,Bailey Falter,Trevor Rogers
2024,745845,2024-03-31T17:40:00Z,2024-03-31,Final,Final,Milwaukee Brewers,New York Mets,4,1,Milwaukee Brewers,0,Colin Rea,Tylor Megill
2024,746332,2024-03-31T18:10:00Z,2024-03-31,Final,Final,Minnesota Twins,Kansas City Royals,0,11,Kansas City Royals,1,Bailey Ober,Brady Singer
2024,746815,2024-03-31T18:10:00Z,2024-03-31,Final,Final,Detroit Tigers,Chicago White Sox,3,2,Detroit Tigers,0,Jack Flaherty,Erick Fedde
2024,746413,2024-03-31T18:10:00Z,2024-03-31,Final,Final,New York Yankees,Houston Astros,4,3,New York Yankees,0,Clarke Schmidt,J.P. France
2024,745035,2024-03-31T18:35:00Z,2024-03-31,Final,Final,Chicago Cubs,Texas Rangers,9,5,Chicago Cubs,0,Jordan Wicks,Jon Gray
2024,745683,2024-03-31T20:07:00Z,2024-03-31,Final,Final,Cleveland Guardians,Oakland Athletics,3,4,Oakland Athletics,1,Carlos Carrasco,Paul Blackburn
2024,747222,2024-03-31T20:10:00Z,2024-03-31,Final,Final,Colorado Rockies,Arizona Diamondbacks,1,5,Arizona Diamondbacks,1,Ryan Feltner,Brandon Pfaadt
2024,745279,2024-03-31T20:10:00Z,2024-03-31,Final,Final,Boston Red Sox,Seattle Mariners,5,1,Boston Red Sox,0,Garrett Whitlock,Bryce Miller
2024,745438,2024-03-31T20:10:00Z,2024-03-31,Final,Final,San Francisco Giants,San Diego Padres,4,13,San Diego Padres,1,Daulton Jefferies,Michael King
2024,746166,2024-03-31T23:10:00Z,2024-03-31,Final,Final,St. Louis Cardinals,Los Angeles Dodgers,4,5,Los Angeles Dodgers,1,Steven Matz,Gavin Stone
2024,746817,2024-04-01T18:10:00Z,2024-04-01,Final,Completed Early,Atlanta Braves,Chicago White Sox,9,0,Atlanta Braves,0,Charlie Morton,Chris Flexen
2024,746899,2024-04-01T18:20:00Z,2024-04-01,Final,Final,Colorado Rockies,Chicago Cubs,0,5,Chicago Cubs,1,Dakota Hudson,Shota Imanaga
2024,744875,2024-04-01T20:05:00Z,2024-04-01,Final,Final,Pittsburgh Pirates,Washington Nationals,8,4,Pittsburgh Pirates,0,Marco Gonzales,MacKenzie Gore
2024,747058,2024-04-01T22:35:00Z,2024-04-01,Final,Final,Kansas City Royals,Baltimore Orioles,4,6,Baltimore Orioles,1,Michael Wacha,Dean Kremer
2024,745600,2024-04-01T22:40:00Z,2024-04-01,Final,Final,Cincinnati Reds,Philadelphia Phillies,6,3,Cincinnati Reds,0,Andrew Abbott,Cristopher Sánchez
2024,746085,2024-04-01T22:40:00Z,2024-04-01,Final,Final,Los Angeles Angels,Miami Marlins,7,4,Los Angeles Angels,0,Chase Silseth,Max Meyer
2024,745109,2024-04-01T22:50:00Z,2024-04-01,Final,Final,Texas Rangers,Tampa Bay Rays,9,3,Texas Rangers,0,Dane Dunning,Ryan Pepiot
2024,745842,2024-04-01T23:10:00Z,2024-04-01,Final,Final,Detroit Tigers,New York Mets,5,0,Detroit Tigers,0,Reese Olson,Sean Manaea
2024,746409,2024-04-02T00:10:00Z,2024-04-01,Final,Final,Toronto Blue Jays,Houston Astros,0,10,Houston Astros,1,Bowden Francis,Ronel Blanco
2024,745675,2024-04-02T01:40:00Z,2024-04-01,Final,Final,Boston Red Sox,Oakland Athletics,9,0,Boston Red Sox,0,Tanner Houck,Joe Boyle
2024,745277,2024-04-02T01:40:00Z,2024-04-01,Final,Final,Cleveland Guardians,Seattle Mariners,4,5,Seattle Mariners,1,Triston McKenzie,Emerson Hancock
2024,745437,2024-04-02T01:40:00Z,2024-04-01,Final,Final,St. Louis Cardinals,San Diego Padres,6,2,St. Louis Cardinals,0,Kyle Gibson,Matt Waldron
2024,747218,2024-04-02T01:40:00Z,2024-04-01,Final,Final,New York Yankees,Arizona Diamondbacks,5,2,New York Yankees,0,Luis Gil,Ryne Nelson
2024,746170,2024-04-02T02:10:00Z,2024-04-01,Final,Final,San Francisco Giants,Los Angeles Dodgers,3,8,Los Angeles Dodgers,1,Keaton Winn,James Paxton
2024,746009,2024-04-02T20:10:00Z,2024-04-02,Final,Final,Minnesota Twins,Milwaukee Brewers,2,3,Milwaukee Brewers,1,Louis Varland,Jakob Junis
2024,747057,2024-04-02T22:35:00Z,2024-04-02,Final,Final,Kansas City Royals,Baltimore Orioles,4,1,Kansas City Royals,0,Alec Marsh,Cole Irvin
2024,745598,2024-04-02T22:40:00Z,2024-04-02,Final,Final,Cincinnati Reds,Philadelphia Phillies,4,9,Philadelphia Phillies,1,Graham Ashcraft,Spencer Turnbull
2024,746086,2024-04-02T22:40:00Z,2024-04-02,Final,Final,Los Angeles Angels,Miami Marlins,3,1,Los Angeles Angels,0,Tyler Anderson,Jesús Luzardo
2024,745111,2024-04-02T22:50:00Z,2024-04-02,Final,Final,Texas Rangers,Tampa Bay Rays,2,5,Tampa Bay Rays,1,Andrew Heaney,Zach Eflin
2024,746898,2024-04-02T23:40:00Z,2024-04-02,Final,Final,Colorado Rockies,Chicago Cubs,2,12,Chicago Cubs,1,Kyle Freeland,Javier Assad
2024,746814,2024-04-02T23:40:00Z,2024-04-02,Final,Final,Atlanta Braves,Chicago White Sox,2,3,Chicago White Sox,1,Reynaldo López,Garrett Crochet
2024,746411,2024-04-03T00:10:00Z,2024-04-02,Final,Final,Toronto Blue Jays,Houston Astros,2,1,Toronto Blue Jays,0,José Berríos,Framber Valdez
2024,745680,2024-04-03T01:40:00Z,2024-04-02,Final,Final,Boston Red Sox,Oakland Athletics,5,4,Boston Red Sox,0,Brayan Bello,Alex Wood
2024,745273,2024-04-03T01:40:00Z,2024-04-02,Final,Final,Cleveland Guardians,Seattle Mariners,5,2,Cleveland Guardians,0,Shane Bieber,Luis Castillo
2024,745439,2024-04-03T01:40:00Z,2024-04-02,Final,Final,St. Louis Cardinals,San Diego Padres,5,2,St. Louis Cardinals,0,Miles Mikolas,Yu Darvish
2024,747220,2024-04-03T01:40:00Z,2024-04-02,Final,Final,New York Yankees,Arizona Diamondbacks,0,7,Arizona Diamondbacks,1,Nestor Cortes,Zac Gallen
2024,746169,2024-04-03T02:10:00Z,2024-04-02,Final,Final,San Francisco Giants,Los Angeles Dodgers,4,5,Los Angeles Dodgers,1,Logan Webb,Ryan Brasier
2024,745844,2024-04-02T23:10:00Z,2024-04-04,Final,Postponed,Detroit Tigers,New York Mets,,,,,Casey Mize,Adrian Houser
2024,747059,2024-04-03T17:05:00Z,2024-04-03,Final,Final,Kansas City Royals,Baltimore Orioles,3,4,Baltimore Orioles,1,Cole Ragans,Corbin Burnes
2024,745114,2024-04-03T17:10:00Z,2024-04-03,Final,Final,Texas Rangers,Tampa Bay Rays,4,1,Texas Rangers,0,Nathan Eovaldi,Aaron Civale
2024,746083,2024-04-03T17:10:00Z,2024-04-03,Final,Final,Los Angeles Angels,Miami Marlins,10,2,Los Angeles Angels,0,Patrick Sandoval,A.J. Puk
2024,746008,2024-04-03T17:10:00Z,2024-04-03,Final,Final,Minnesota Twins,Milwaukee Brewers,7,3,Minnesota Twins,0,Chris Paddack,Joe Ross
2024,745678,2024-04-03T19:37:00Z,2024-04-03,Final,Final,Boston Red Sox,Oakland Athletics,1,0,Boston Red Sox,0,Nick Pivetta,Ross Stripling
2024,747219,2024-04-03T19:40:00Z,2024-04-03,Final,Final,New York Yankees,Arizona Diamondbacks,6,5,New York Yankees,0,Carlos Rodón,Merrill Kelly
2024,745603,2024-04-03T20:05:00Z,2024-04-03,Final,Final,Cincinnati Reds,Philadelphia Phillies,4,1,Cincinnati Reds,0,Frankie Montas,Zack Wheeler
2024,745275,2024-04-03T20:10:00Z,2024-04-03,Final,Final,Cleveland Guardians,Seattle Mariners,8,0,Cleveland Guardians,0,Logan Allen,George Kirby
2024,745440,2024-04-03T20:10:00Z,2024-04-03,Final,Final,St. Louis Cardinals,San Diego Padres,2,3,San Diego Padres,1,Zack Thompson,Joe Musgrove
2024,744869,2024-04-03T22:45:00Z,2024-04-03,Final,Final,Pittsburgh Pirates,Washington Nationals,3,5,Washington Nationals,1,Mitch Keller,Trevor Williams
2024,746900,2024-04-03T23:40:00Z,2024-04-03,Final,Final,Colorado Rockies,Chicago Cubs,8,9,Chicago Cubs,1,Cal Quantrill,Luke Little
2024,746407,2024-04-04T00:10:00Z,2024-04-03,Final,Final,Toronto Blue Jays,Houston Astros,0,8,Houston Astros,1,Chris Bassitt,Cristian Javier
2024,746163,2024-04-04T02:10:00Z,2024-04-03,Final,Final,San Francisco Giants,Los Angeles Dodgers,4,5,Los Angeles Dodgers,1,Kyle Harrison,Tyler Glasnow
2024,746816,2024-04-03T18:10:00Z,2024-06-27,Final,Postponed,Atlanta Braves,Chicago White Sox,,,,,Spencer Strider,Dominic Leone
2024,745843,2024-04-03T23:10:00Z,2024-04-04,Final,Postponed,Detroit Tigers,New York Mets,,,,,Casey Mize,Adrian Houser
2024,745844,2024-04-04T16:10:00Z,2024-04-04,Final,Final,Detroit Tigers,New York Mets,6,3,Detroit Tigers,0,Casey Mize,Adrian Houser
2024,745843,2024-04-04T16:15:00Z,2024-04-04,Final,Final,Detroit Tigers,New York Mets,1,2,New York Mets,1,Matt Manning,José Buttó
2024,744870,2024-04-04T20:05:00Z,2024-04-04,Final,Final,Pittsburgh Pirates,Washington Nationals,7,4,Pittsburgh Pirates,0,Martín Pérez,Josiah Gray
2024,745928,2024-04-04T20:10:00Z,2024-04-04,Final,Final,Cleveland Guardians,Minnesota Twins,4,2,Cleveland Guardians,0,Tanner Bibee,Pablo López
2024,745200,2024-04-04T20:15:00Z,2024-04-04,Final,Final,Miami Marlins,St. Louis Cardinals,5,8,St. Louis Cardinals,1,Ryan Weathers,Lance Lynn
2024,746327,2024-04-04T23:40:00Z,2024-04-04,Final,Final,Chicago White Sox,Kansas City Royals,1,10,Kansas City Royals,1,Michael Soroka,Seth Lugo
2024,745764,2024-04-05T17:05:00Z,2024-04-05,Final,Final,Toronto Blue Jays,New York Yankees,3,0,Toronto Blue Jays,0,Yusei Kikuchi,Marcus Stroman
2024,746497,2024-04-05T17:10:00Z,2024-04-05,Final,Final,Oakland Athletics,Detroit Tigers,4,5,Detroit Tigers,1,JP Sears,Tarik Skubal
2024,746897,2024-04-05T18:20:00Z,2024-04-05,Final,Final,Los Angeles Dodgers,Chicago Cubs,7,9,Chicago Cubs,1,Bobby Miller,Kyle Hendricks
2024,746576,2024-04-05T20:10:00Z,2024-04-05,Final,Final,Tampa Bay Rays,Colorado Rockies,7,10,Colorado Rockies,1,Zack Littell,Austin Gomber
2024,745524,2024-04-05T20:12:00Z,2024-04-05,Final,Final,Baltimore Orioles,Pittsburgh Pirates,5,2,Baltimore Orioles,0,Grayson Rodriguez,Jared Jones
2024,745361,2024-04-05T20:35:00Z,2024-04-05,Final,Final,San Diego Padres,San Francisco Giants,2,3,San Francisco Giants,1,Dylan Cease,Jordan Hicks
2024,746733,2024-04-05T22:40:00Z,2024-04-05,Final,Final,New York Mets,Cincinnati Reds,3,2,New York Mets,0,Jose Quintana,Hunter Greene
2024,744874,2024-04-05T22:45:00Z,2024-04-05,Final,Final,Philadelphia Phillies,Washington Nationals,4,0,Philadelphia Phillies,0,Aaron Nola,Patrick Corbin
2024,747143,2024-04-05T23:20:00Z,2024-04-05,Final,Final,Arizona Diamondbacks,Atlanta Braves,5,6,Atlanta Braves,1,Tommy Henry,Spencer Strider
2024,746328,2024-04-05T23:40:00Z,2024-04-05,Final,Final,Chicago White Sox,Kansas City Royals,1,2,Kansas City Royals,1,Erick Fedde,Brady Singer
2024,745033,2024-04-06T00:05:00Z,2024-04-05,Final,Final,Houston Astros,Texas Rangers,2,10,Texas Rangers,1,Hunter Brown,Cody Bradford
2024,746007,2024-04-06T00:10:00Z,2024-04-05,Final,Final,Seattle Mariners,Milwaukee Brewers,5,6,Milwaukee Brewers,1,Logan Gilbert,Freddy Peralta
2024,746249,2024-04-06T01:38:00Z,2024-04-05,Final,Final,Boston Red Sox,Los Angeles Angels,8,6,Boston Red Sox,0,Kutter Crawford,Griffin Canning
2024,746498,2024-04-06T17:10:00Z,2024-04-06,Final,Final,Oakland Athletics,Detroit Tigers,4,0,Oakland Athletics,0,Paul Blackburn,Kenta Maeda
2024,745926,2024-04-06T18:10:00Z,2024-04-06,Final,Final,Cleveland Guardians,Minnesota Twins,3,1,Cleveland Guardians,0,Carlos Carrasco,Joe Ryan
2024,745197,2024-04-06T18:15:00Z,2024-04-06,Final,Final,Miami Marlins,St. Louis Cardinals,1,3,St. Louis Cardinals,1,Trevor Rogers,Steven Matz
2024,746896,2024-04-06T20:05:00Z,2024-04-06,Final,Final,Los Angeles Dodgers,Chicago Cubs,4,1,Los Angeles Dodgers,0,Yoshinobu Yamamoto,Jordan Wicks
2024,745522,2024-04-06T20:05:00Z,2024-04-06,Final,Final,Baltimore Orioles,Pittsburgh Pirates,4,5,Pittsburgh Pirates,1,Tyler Wells,Bailey Falter
2024,744873,2024-04-06T20:05:00Z,2024-04-06,Final,Final,Philadelphia Phillies,Washington Nationals,5,2,Philadelphia Phillies,0,Ranger Suarez,Jake Irvin
2024,746731,2024-04-06T20:10:00Z,2024-04-06,Final,Final,New York Mets,Cincinnati Reds,6,9,Cincinnati Reds,1,Luis Severino,Nick Martinez
2024,745031,2024-04-06T23:05:00Z,2024-04-06,Final,Final,Houston Astros,Texas Rangers,2,7,Texas Rangers,1,J.P. France,Jon Gray
2024,745766,2024-04-06T23:05:00Z,2024-04-06,Final,Final,Toronto Blue Jays,New York Yankees,8,9,New York Yankees,1,Kevin Gausman,Clarke Schmidt
2024,746329,2024-04-06T23:10:00Z,2024-04-06,Final,Final,Chicago White Sox,Kansas City Royals,0,3,Kansas City Royals,1,Chris Flexen,Michael Wacha
2024,746006,2024-04-06T23:10:00Z,2024-04-06,Final,Final,Seattle Mariners,Milwaukee Brewers,5,3,Seattle Mariners,0,Bryce Miller,DL Hall
2024,747140,2024-04-06T23:20:00Z,2024-04-06,Final,Final,Arizona Diamondbacks,Atlanta Braves,8,9,Atlanta Braves,1,Brandon Pfaadt,Max Fried
2024,746575,2024-04-07T00:10:00Z,2024-04-06,Final,Final,Tampa Bay Rays,Colorado Rockies,8,6,Tampa Bay Rays,0,Tyler Alexander,Ryan Feltner
2024,745359,2024-04-07T01:05:00Z,2024-04-06,Final,Final,San Diego Padres,San Francisco Giants,4,0,San Diego Padres,0,Michael King,Keaton Winn
2024,746248,2024-04-07T01:38:00Z,2024-04-06,Final,Final,Boston Red Sox,Los Angeles Angels,1,2,Los Angeles Angels,1,Garrett Whitlock,Reid Detmers
2024,745523,2024-04-07T17:35:00Z,2024-04-07,Final,Final,Baltimore Orioles,Pittsburgh Pirates,2,3,Pittsburgh Pirates,1,Dean Kremer,Marco Gonzales
2024,744871,2024-04-07T17:35:00Z,2024-04-07,Final,Final,Philadelphia Phillies,Washington Nationals,2,3,Washington Nationals,1,Cristopher Sánchez,MacKenzie Gore
2024,747141,2024-04-07T17:35:00Z,2024-04-07,Final,Final,Arizona Diamondbacks,Atlanta Braves,2,5,Atlanta Braves,1,Ryne Nelson,Chris Sale
2024,745765,2024-04-07T17:35:00Z,2024-04-07,Final,Final,Toronto Blue Jays,New York Yankees,3,8,New York Yankees,1,Bowden Francis,Luis Gil
2024,746734,2024-04-07T17:40:00Z,2024-04-07,Final,Final,New York Mets,Cincinnati Reds,3,1,New York Mets,0,Sean Manaea,Andrew Abbott
2024,746493,2024-04-07T17:40:00Z,2024-04-07,Final,Final,Oakland Athletics,Detroit Tigers,7,1,Oakland Athletics,0,Joe Boyle,Jack Flaherty
2024,746330,2024-04-07T18:10:00Z,2024-04-07,Final,Final,Chicago White Sox,Kansas City Royals,3,5,Kansas City Royals,1,Garrett Crochet,Alec Marsh
2024,746003,2024-04-07T18:10:00Z,2024-04-07,Final,Final,Seattle Mariners,Milwaukee Brewers,4,12,Milwaukee Brewers,1,Emerson Hancock,Colin Rea
2024,745198,2024-04-07T18:15:00Z,2024-04-07,Final,Final,Miami Marlins,St. Louis Cardinals,10,3,Miami Marlins,0,Max Meyer,Kyle Gibson
2024,746895,2024-04-07T18:20:00Z,2024-04-07,Final,Final,Los Angeles Dodgers,Chicago Cubs,1,8,Chicago Cubs,1,Gavin Stone,Shota Imanaga
2024,746574,2024-04-07T19:10:00Z,2024-04-07,Final,Final,Tampa Bay Rays,Colorado Rockies,3,2,Tampa Bay Rays,0,Ryan Pepiot,Dakota Hudson
2024,745362,2024-04-07T20:05:00Z,2024-04-07,Final,Final,San Diego Padres,San Francisco Giants,2,3,San Francisco Giants,1,Matt Waldron,Logan Webb
2024,746251,2024-04-07T20:07:00Z,2024-04-07,Final,Final,Boston Red Sox,Los Angeles Angels,12,2,Boston Red Sox,0,Tanner Houck,Chase Silseth
2024,745032,2024-04-07T23:10:00Z,2024-04-07,Final,Final,Houston Astros,Texas Rangers,3,1,Houston Astros,0,Ronel Blanco,Dane Dunning
2024,745927,2024-04-07T18:10:00Z,2024-08-09,Final,Postponed,Cleveland Guardians,Minnesota Twins,,,,,Triston McKenzie,Bailey Ober
2024,746654,2024-04-08T21:10:00Z,2024-04-08,Final,Final,Chicago White Sox,Cleveland Guardians,0,4,Cleveland Guardians,1,Tanner Banks,Triston McKenzie
2024,745761,2024-04-08T22:05:00Z,2024-04-08,Final,Final,Miami Marlins,New York Yankees,0,7,New York Yankees,1,Jesús Luzardo,Nestor Cortes
2024,745520,2024-04-08T22:40:00Z,2024-04-08,Final,Final,Detroit Tigers,Pittsburgh Pirates,4,7,Pittsburgh Pirates,1,Reese Olson,Mitch Keller
2024,746735,2024-04-08T22:40:00Z,2024-04-08,Final,Final,Milwaukee Brewers,Cincinnati Reds,8,10,Cincinnati Reds,1,Aaron Ashby,Graham Ashcraft
2024,744956,2024-04-08T23:07:00Z,2024-04-08,Final,Final,Seattle Mariners,Toronto Blue Jays,2,5,Toronto Blue Jays,1,Luis Castillo,José Berríos
2024,747142,2024-04-08T23:20:00Z,2024-04-08,Final,Final,New York Mets,Atlanta Braves,8,7,New York Mets,0,Julio Teheran,Charlie Morton
2024,745925,2024-04-08T23:40:00Z,2024-04-08,Final,Final,Los Angeles Dodgers,Minnesota Twins,4,2,Los Angeles Dodgers,0,James Paxton,Bailey Ober
2024,745194,2024-04-08T23:45:00Z,2024-04-08,Final,Final,Philadelphia Phillies,St. Louis Cardinals,5,3,Philadelphia Phillies,0,Spencer Turnbull,Miles Mikolas
2024,745034,2024-04-09T00:05:00Z,2024-04-08,Final,Final,Houston Astros,Texas Rangers,10,5,Houston Astros,0,Blair Henley,Andrew Heaney
2024,746569,2024-04-09T00:40:00Z,2024-04-08,Final,Final,Arizona Diamondbacks,Colorado Rockies,5,7,Colorado Rockies,1,Zac Gallen,Kyle Freeland
2024,746252,2024-04-09T01:38:00Z,2024-04-08,Final,Final,Tampa Bay Rays,Los Angeles Angels,1,7,Los Angeles Angels,1,Zach Eflin,Tyler Anderson
2024,745432,2024-04-09T01:40:00Z,2024-04-08,Final,Final,Chicago Cubs,San Diego Padres,8,9,San Diego Padres,1,Javier Assad,Yu Darvish
2024,745363,2024-04-09T01:45:00Z,2024-04-08,Final,Final,Washington Nationals,San Francisco Giants,8,1,Washington Nationals,0,Trevor Williams,Blake Snell
2024,745517,2024-04-09T16:35:00Z,2024-04-09,Final,Final,Detroit Tigers,Pittsburgh Pirates,5,3,Detroit Tigers,0,Casey Mize,Martín Pérez
