game_id,game_date,season,game_type,status,home_team,away_team,home_score,away_score,winner,home_win,away_win,venue,doubleheader,game_number
778530,2025-03-29T23:15:00Z,2025,R,Final,Houston Astros,New York Mets,2,1,Houston Astros,1,0,Daikin Park,N,1
778520,2025-03-29T23:15:00Z,2025,R,Final,San Diego Padres,Atlanta Braves,1,0,San Diego Padres,1,0,Petco Park,N,1
778532,2025-03-30T00:10:00Z,2025,R,Final,Arizona Diamondbacks,Chicago Cubs,3,4,Chicago Cubs,0,1,Chase Field,N,1
778533,2025-03-30T01:10:00Z,2025,R,Final,Los Angeles Dodgers,Detroit Tigers,7,3,Los Angeles Dodgers,1,0,Dodger Stadium,N,1
778521,2025-03-30T01:40:00Z,2025,R,Final,Seattle Mariners,Athletics,2,4,Athletics,0,1,T-Mobile Park,N,1
778526,2025-03-30T17:35:00Z,2025,R,Final,Washington Nationals,Philadelphia Phillies,5,1,Washington Nationals,1,0,Nationals Park,N,1
778523,2025-03-30T17:35:00Z,2025,R,Final,New York Yankees,Milwaukee Brewers,12,3,New York Yankees,1,0,Yankee Stadium,N,1
778525,2025-03-30T17:37:00Z,2025,R,Final,Toronto Blue Jays,Baltimore Orioles,3,1,Toronto Blue Jays,1,0,Rogers Centre,N,1
778522,2025-03-30T17:40:00Z,2025,R,Final,Cincinnati Reds,San Francisco Giants,3,6,San Francisco Giants,0,1,Great American Ball Park,N,1
778524,2025-03-30T17:40:00Z,2025,R,Final,Tampa Bay Rays,Colorado Rockies,6,4,Tampa Bay Rays,1,0,George M. Steinbrenner Field,N,1
778519,2025-03-30T17:40:00Z,2025,R,Final,Miami Marlins,Pittsburgh Pirates,3,2,Miami Marlins,1,0,loanDepot park,N,1
778510,2025-03-30T18:10:00Z,2025,R,Final,Kansas City Royals,Cleveland Guardians,2,6,Cleveland Guardians,0,1,Kauffman Stadium,N,1
778527,2025-03-30T18:10:00Z,2025,R,Final,Chicago White Sox,Los Angeles Angels,2,3,Los Angeles Angels,0,1,Rate Field,N,1
778517,2025-03-30T18:15:00Z,2025,R,Final,St. Louis Cardinals,Minnesota Twins,9,2,St. Louis Cardinals,1,0,Busch Stadium,N,1
778516,2025-03-30T18:35:00Z,2025,R,Final,Texas Rangers,Boston Red Sox,3,2,Texas Rangers,1,0,Globe Life Field,N,1
778515,2025-03-30T20:10:00Z,2025,R,Final,Arizona Diamondbacks,Chicago Cubs,10,6,Arizona Diamondbacks,1,0,Chase Field,N,1
778513,2025-03-30T20:10:00Z,2025,R,Final,Seattle Mariners,Athletics,2,1,Seattle Mariners,1,0,T-Mobile Park,N,1
778514,2025-03-30T23:10:00Z,2025,R,Final,San Diego Padres,Atlanta Braves,5,0,San Diego Padres,1,0,Petco Park,N,1
778506,2025-03-31T18:10:00Z,2025,R,Final,Chicago White Sox,Minnesota Twins,9,0,Chicago White Sox,1,0,Rate Field,N,1
778504,2025-03-31T18:10:00Z,2025,R,Final,Milwaukee Brewers,Kansas City Royals,1,11,Kansas City Royals,0,1,American Family Field,N,1
778512,2025-03-31T18:35:00Z,2025,R,Final,Baltimore Orioles,Boston Red Sox,8,5,Baltimore Orioles,1,0,Oriole Park at Camden Yards,N,1
778502,2025-03-31T19:05:00Z,2025,R,Final,Philadelphia Phillies,Colorado Rockies,6,1,Philadelphia Phillies,1,0,Citizens Bank Park,N,1
778511,2025-03-31T22:40:00Z,2025,R,Final,Cincinnati Reds,Texas Rangers,14,3,Cincinnati Reds,1,0,Great American Ball Park,N,1
778509,2025-03-31T22:40:00Z,2025,R,Final,Miami Marlins,New York Mets,4,10,New York Mets,0,1,loanDepot park,N,1
778508,2025-03-31T23:05:00Z,2025,R,Final,Tampa Bay Rays,Pittsburgh Pirates,6,1,Tampa Bay Rays,1,0,George M. Steinbrenner Field,N,1
778507,2025-03-31T23:07:00Z,2025,R,Final,Toronto Blue Jays,Washington Nationals,5,2,Toronto Blue Jays,1,0,Rogers Centre,N,1
778503,2025-03-31T23:45:00Z,2025,R,Final,St. Louis Cardinals,Los Angeles Angels,4,5,Los Angeles Angels,0,1,Busch Stadium,N,1
778505,2025-04-01T00:10:00Z,2025,R,Final,Houston Astros,San Francisco Giants,2,7,San Francisco Giants,0,1,Daikin Park,N,1
778499,2025-04-01T01:40:00Z,2025,R,Final,San Diego Padres,Cleveland Guardians,7,2,San Diego Padres,1,0,Petco Park,N,1
778496,2025-04-01T01:40:00Z,2025,R,Final,Seattle Mariners,Detroit Tigers,6,9,Detroit Tigers,0,1,T-Mobile Park,N,1
778501,2025-04-01T02:05:00Z,2025,R,Final,Athletics,Chicago Cubs,3,18,Chicago Cubs,0,1,Sutter Health Park,N,1
778500,2025-04-01T02:10:00Z,2025,R,Final,Los Angeles Dodgers,Atlanta Braves,6,1,Los Angeles Dodgers,1,0,Dodger Stadium,N,1
778498,2025-04-01T22:40:00Z,2025,R,Final,Cincinnati Reds,Texas Rangers,0,1,Texas Rangers,0,1,Great American Ball Park,N,1
778497,2025-04-01T22:40:00Z,2025,R,Final,Miami Marlins,New York Mets,4,2,Miami Marlins,1,0,loanDepot park,N,1
778493,2025-04-01T23:05:00Z,2025,R,Final,Tampa Bay Rays,Pittsburgh Pirates,7,0,Tampa Bay Rays,1,0,George M. Steinbrenner Field,N,1
778492,2025-04-01T23:05:00Z,2025,R,Final,New York Yankees,Arizona Diamondbacks,5,7,Arizona Diamondbacks,0,1,Yankee Stadium,N,1
778491,2025-04-01T23:07:00Z,2025,R,Final,Toronto Blue Jays,Washington Nationals,5,3,Toronto Blue Jays,1,0,Rogers Centre,N,1
778490,2025-04-01T23:40:00Z,2025,R,Final,Chicago White Sox,Minnesota Twins,3,8,Minnesota Twins,0,1,Rate Field,N,1
778488,2025-04-01T23:40:00Z,2025,R,Final,Milwaukee Brewers,Kansas City Royals,5,0,Milwaukee Brewers,1,0,American Family Field,N,1
778495,2025-04-01T23:45:00Z,2025,R,Final,St. Louis Cardinals,Los Angeles Angels,7,9,Los Angeles Angels,0,1,Busch Stadium,N,1
778489,2025-04-02T00:10:00Z,2025,R,Final,Houston Astros,San Francisco Giants,1,3,San Francisco Giants,0,1,Daikin Park,N,1
778485,2025-04-02T01:40:00Z,2025,R,Final,San Diego Padres,Cleveland Guardians,7,0,San Diego Padres,1,0,Petco Park,N,1
778486,2025-04-02T01:40:00Z,2025,R,Final,Seattle Mariners,Detroit Tigers,1,4,Detroit Tigers,0,1,T-Mobile Park,N,1
778494,2025-04-02T02:05:00Z,2025,R,Final,Athletics,Chicago Cubs,4,7,Chicago Cubs,0,1,Sutter Health Park,N,1
778487,2025-04-02T02:10:00Z,2025,R,Final,Los Angeles Dodgers,Atlanta Braves,3,1,Los Angeles Dodgers,1,0,Dodger Stadium,N,1
778480,2025-04-02T16:40:00Z,2025,R,Final,Cincinnati Reds,Texas Rangers,0,1,Texas Rangers,0,1,Great American Ball Park,N,1
778479,2025-04-02T17:10:00Z,2025,R,Final,Tampa Bay Rays,Pittsburgh Pirates,2,4,Pittsburgh Pirates,0,1,George M. Steinbrenner Field,N,1
778477,2025-04-02T17:10:00Z,2025,R,Final,Milwaukee Brewers,Kansas City Royals,3,2,Milwaukee Brewers,1,0,American Family Field,N,1
778473,2025-04-02T17:15:00Z,2025,R,Final,St. Louis Cardinals,Los Angeles Angels,12,5,St. Louis Cardinals,1,0,Busch Stadium,N,1
778474,2025-04-02T18:10:00Z,2025,R,Final,Chicago White Sox,Minnesota Twins,1,6,Minnesota Twins,0,1,Rate Field,N,1
778478,2025-04-02T19:07:00Z,2025,R,Final,Toronto Blue Jays,Washington Nationals,4,2,Toronto Blue Jays,1,0,Rogers Centre,N,1
778471,2025-04-02T19:35:00Z,2025,R,Final,Athletics,Chicago Cubs,2,10,Chicago Cubs,0,1,Sutter Health Park,N,1
778476,2025-04-02T20:10:00Z,2025,R,Final,San Diego Padres,Cleveland Guardians,5,2,San Diego Padres,1,0,Petco Park,N,1
778469,2025-04-02T20:10:00Z,2025,R,Final,Seattle Mariners,Detroit Tigers,3,2,Seattle Mariners,1,0,T-Mobile Park,N,1
778475,2025-04-02T20:10:00Z,2025,R,Final,Houston Astros,San Francisco Giants,3,6,San Francisco Giants,0,1,Daikin Park,N,1
778481,2025-04-02T20:40:00Z,2025,R,Final,Miami Marlins,New York Mets,5,6,New York Mets,0,1,loanDepot park,N,1
778483,2025-04-02T22:35:00Z,2025,R,Final,Baltimore Orioles,Boston Red Sox,0,3,Boston Red Sox,0,1,Oriole Park at Camden Yards,N,1
778482,2025-04-02T22:45:00Z,2025,R,Final,Philadelphia Phillies,Colorado Rockies,5,1,Philadelphia Phillies,1,0,Citizens Bank Park,N,1
778484,2025-04-02T23:05:00Z,2025,R,Final,New York Yankees,Arizona Diamondbacks,3,4,Arizona Diamondbacks,0,1,Yankee Stadium,N,1
778472,2025-04-03T00:38:00Z,2025,R,Final,Los Angeles Dodgers,Atlanta Braves,6,5,Los Angeles Dodgers,1,0,Dodger Stadium,N,1
778470,2025-04-03T17:05:00Z,2025,R,Final,Baltimore Orioles,Boston Red Sox,4,8,Boston Red Sox,0,1,Oriole Park at Camden Yards,N,1
778467,2025-04-03T17:05:00Z,2025,R,Final,Philadelphia Phillies,Colorado Rockies,3,1,Philadelphia Phillies,1,0,Citizens Bank Park,N,1
778462,2025-04-03T20:10:00Z,2025,R,Final,Minnesota Twins,Houston Astros,2,5,Houston Astros,0,1,Target Field,N,1
778466,2025-04-03T23:05:00Z,2025,R,Final,New York Yankees,Arizona Diamondbacks,9,7,New York Yankees,1,0,Yankee Stadium,N,1
778468,2025-04-03T23:40:00Z,2025,R,Final,Milwaukee Brewers,Cincinnati Reds,1,0,Milwaukee Brewers,1,0,American Family Field,N,1
778458,2025-04-04T17:10:00Z,2025,R,Final,Detroit Tigers,Chicago White Sox,7,4,Detroit Tigers,1,0,Comerica Park,N,1
778463,2025-04-04T18:10:00Z,2025,R,Final,Boston Red Sox,St. Louis Cardinals,13,9,Boston Red Sox,1,0,Fenway Park,N,1
778460,2025-04-04T18:20:00Z,2025,R,Final,Chicago Cubs,San Diego Padres,3,1,Chicago Cubs,1,0,Wrigley Field,N,1
778465,2025-04-04T19:10:00Z,2025,R,Final,New York Mets,Toronto Blue Jays,5,0,New York Mets,1,0,Citi Field,N,1
778456,2025-04-04T20:10:00Z,2025,R,Final,Colorado Rockies,Athletics,3,6,Athletics,0,1,Coors Field,N,1
778461,2025-04-04T20:12:00Z,2025,R,Final,Pittsburgh Pirates,New York Yankees,4,9,New York Yankees,0,1,PNC Park,N,1
778444,2025-04-04T20:35:00Z,2025,R,Final,San Francisco Giants,Seattle Mariners,10,9,San Francisco Giants,1,0,Oracle Park,N,1
778457,2025-04-04T22:45:00Z,2025,R,Final,Washington Nationals,Arizona Diamondbacks,4,6,Arizona Diamondbacks,0,1,Nationals Park,N,1
778459,2025-04-04T22:45:00Z,2025,R,Final,Philadelphia Phillies,Los Angeles Dodgers,3,2,Philadelphia Phillies,1,0,Citizens Bank Park,N,1
778464,2025-04-04T23:15:00Z,2025,R,Final,Atlanta Braves,Miami Marlins,10,0,Atlanta Braves,1,0,Truist Park,N,1
778455,2025-04-04T23:40:00Z,2025,R,Final,Kansas City Royals,Baltimore Orioles,8,2,Kansas City Royals,1,0,Kauffman Stadium,N,1
778454,2025-04-05T00:05:00Z,2025,R,Final,Texas Rangers,Tampa Bay Rays,5,2,Texas Rangers,1,0,Globe Life Field,N,1
778453,2025-04-05T00:10:00Z,2025,R,Final,Milwaukee Brewers,Cincinnati Reds,3,2,Milwaukee Brewers,1,0,American Family Field,N,1
778447,2025-04-05T01:38:00Z,2025,R,Final,Los Angeles Angels,Cleveland Guardians,6,8,Cleveland Guardians,0,1,Angel Stadium,N,1
778445,2025-04-05T17:10:00Z,2025,R,Final,Detroit Tigers,Chicago White Sox,7,2,Detroit Tigers,1,0,Comerica Park,N,1
778440,2025-04-05T18:10:00Z,2025,R,Final,Minnesota Twins,Houston Astros,6,1,Minnesota Twins,1,0,Target Field,N,1
778450,2025-04-05T18:20:00Z,2025,R,Final,Chicago Cubs,San Diego Padres,7,1,Chicago Cubs,1,0,Wrigley Field,N,1
778452,2025-04-05T20:05:00Z,2025,R,Final,Washington Nationals,Arizona Diamondbacks,4,3,Washington Nationals,1,0,Nationals Park,N,1
778448,2025-04-05T20:05:00Z,2025,R,Final,Philadelphia Phillies,Los Angeles Dodgers,1,3,Los Angeles Dodgers,0,1,Citizens Bank Park,N,1
778449,2025-04-05T20:05:00Z,2025,R,Final,Pittsburgh Pirates,New York Yankees,4,10,New York Yankees,0,1,PNC Park,N,1
778441,2025-04-05T20:10:00Z,2025,R,Final,Kansas City Royals,Baltimore Orioles,1,8,Baltimore Orioles,0,1,Kauffman Stadium,N,1
778438,2025-04-05T23:05:00Z,2025,R,Final,Texas Rangers,Tampa Bay Rays,6,4,Texas Rangers,1,0,Globe Life Field,N,1
778446,2025-04-05T23:10:00Z,2025,R,Final,New York Mets,Toronto Blue Jays,3,2,New York Mets,1,0,Citi Field,N,1
778439,2025-04-05T23:10:00Z,2025,R,Final,Milwaukee Brewers,Cincinnati Reds,7,11,Cincinnati Reds,0,1,American Family Field,N,1
778451,2025-04-05T23:15:00Z,2025,R,Final,Atlanta Braves,Miami Marlins,0,4,Miami Marlins,0,1,Truist Park,N,1
778442,2025-04-06T00:10:00Z,2025,R,Final,Colorado Rockies,Athletics,4,7,Athletics,0,1,Coors Field,N,1
778436,2025-04-06T01:05:00Z,2025,R,Final,San Francisco Giants,Seattle Mariners,4,1,San Francisco Giants,1,0,Oracle Park,N,1
778437,2025-04-06T01:38:00Z,2025,R,Final,Los Angeles Angels,Cleveland Guardians,10,4,Los Angeles Angels,1,0,Angel Stadium,N,1
778443,2025-04-05T20:10:00Z,2025,R,Postponed,Boston Red Sox,St. Louis Cardinals,,,,,,Fenway Park,N,1
778429,2025-04-06T17:35:00Z,2025,R,Final,Washington Nationals,Arizona Diamondbacks,5,4,Washington Nationals,1,0,Nationals Park,N,1
778443,2025-04-06T17:35:00Z,2025,R,Final,Boston Red Sox,St. Louis Cardinals,5,4,Boston Red Sox,1,0,Fenway Park,S,1
778432,2025-04-06T23:10:00Z,2025,R,Final,Boston Red Sox,St. Louis Cardinals,18,7,Boston Red Sox,1,0,Fenway Park,S,2
778434,2025-04-06T17:35:00Z,2025,R,Final,Philadelphia Phillies,Los Angeles Dodgers,8,7,Philadelphia Phillies,1,0,Citizens Bank Park,N,1
778428,2025-04-06T17:35:00Z,2025,R,Final,Pittsburgh Pirates,New York Yankees,5,4,Pittsburgh Pirates,1,0,PNC Park,N,1
778435,2025-04-06T17:40:00Z,2025,R,Final,New York Mets,Toronto Blue Jays,2,1,New York Mets,1,0,Citi Field,N,1
778433,2025-04-06T17:40:00Z,2025,R,Final,Detroit Tigers,Chicago White Sox,4,3,Detroit Tigers,1,0,Comerica Park,N,1
778422,2025-04-06T18:10:00Z,2025,R,Final,Kansas City Royals,Baltimore Orioles,4,1,Kansas City Royals,1,0,Kauffman Stadium,N,1
778419,2025-04-06T18:10:00Z,2025,R,Final,Minnesota Twins,Houston Astros,7,9,Houston Astros,0,1,Target Field,N,1
778421,2025-04-06T18:10:00Z,2025,R,Final,Milwaukee Brewers,Cincinnati Reds,8,2,Milwaukee Brewers,1,0,American Family Field,N,1
778430,2025-04-06T18:20:00Z,2025,R,Final,Chicago Cubs,San Diego Padres,7,8,San Diego Padres,0,1,Wrigley Field,N,1
778420,2025-04-06T18:35:00Z,2025,R,Final,Texas Rangers,Tampa Bay Rays,4,3,Texas Rangers,1,0,Globe Life Field,N,1
778423,2025-04-06T19:10:00Z,2025,R,Final,Colorado Rockies,Athletics,12,5,Colorado Rockies,1,0,Coors Field,N,1
778427,2025-04-06T20:05:00Z,2025,R,Final,San Francisco Giants,Seattle Mariners,5,4,San Francisco Giants,1,0,Oracle Park,N,1
778425,2025-04-06T20:07:00Z,2025,R,Final,Los Angeles Angels,Cleveland Guardians,6,2,Los Angeles Angels,1,0,Angel Stadium,N,1
778431,2025-04-06T17:35:00Z,2025,R,Postponed,Atlanta Braves,Miami Marlins,,,,,,Truist Park,N,1
778424,2025-04-07T19:10:00Z,2025,R,Final,Detroit Tigers,New York Yankees,6,2,Detroit Tigers,1,0,Comerica Park,N,1
778415,2025-04-07T22:40:00Z,2025,R,Final,Pittsburgh Pirates,St. Louis Cardinals,8,4,Pittsburgh Pirates,1,0,PNC Park,N,1
778418,2025-04-07T22:45:00Z,2025,R,Final,Washington Nationals,Los Angeles Dodgers,6,4,Washington Nationals,1,0,Nationals Park,N,1
778426,2025-04-07T22:45:00Z,2025,R,Final,Boston Red Sox,Toronto Blue Jays,2,6,Toronto Blue Jays,0,1,Fenway Park,N,1
778416,2025-04-07T23:10:00Z,2025,R,Final,New York Mets,Miami Marlins,2,0,New York Mets,1,0,Citi Field,N,1
778411,2025-04-07T23:40:00Z,2025,R,Final,Chicago Cubs,Texas Rangers,7,0,Chicago Cubs,1,0,Wrigley Field,N,1
778412,2025-04-07T23:40:00Z,2025,R,Final,Kansas City Royals,Minnesota Twins,4,2,Kansas City Royals,1,0,Kauffman Stadium,N,1
778413,2025-04-08T01:40:00Z,2025,R,Final,Arizona Diamondbacks,Baltimore Orioles,1,5,Baltimore Orioles,0,1,Chase Field,N,1
778405,2025-04-08T01:40:00Z,2025,R,Final,Seattle Mariners,Houston Astros,4,3,Seattle Mariners,1,0,T-Mobile Park,N,1
778410,2025-04-08T01:45:00Z,2025,R,Final,San Francisco Giants,Cincinnati Reds,0,2,Cincinnati Reds,0,1,Oracle Park,N,1
778414,2025-04-08T02:05:00Z,2025,R,Final,Athletics,San Diego Padres,4,5,San Diego Padres,0,1,Sutter Health Park,N,1
778403,2025-04-08T17:10:00Z,2025,R,Final,Detroit Tigers,New York Yankees,5,0,Detroit Tigers,1,0,Comerica Park,N,1
778402,2025-04-08T20:10:00Z,2025,R,Final,Cleveland Guardians,Chicago White Sox,1,0,Cleveland Guardians,1,0,Progressive Field,N,1
778407,2025-04-08T20:10:00Z,2025,R,Final,New York Mets,Miami Marlins,10,5,New York Mets,1,0,Citi Field,N,1
778408,2025-04-08T22:40:00Z,2025,R,Final,Pittsburgh Pirates,St. Louis Cardinals,3,5,St. Louis Cardinals,0,1,PNC Park,N,1
778409,2025-04-08T22:45:00Z,2025,R,Final,Washington Nationals,Los Angeles Dodgers,8,2,Washington Nationals,1,0,Nationals Park,N,1
778404,2025-04-08T22:45:00Z,2025,R,Final,Boston Red Sox,Toronto Blue Jays,1,6,Toronto Blue Jays,0,1,Fenway Park,N,1
778417,2025-04-08T23:05:00Z,2025,R,Final,Tampa Bay Rays,Los Angeles Angels,3,4,Los Angeles Angels,0,1,George M. Steinbrenner Field,N,1
778406,2025-04-08T23:15:00Z,2025,R,Final,Atlanta Braves,Philadelphia Phillies,7,5,Atlanta Braves,1,0,Truist Park,N,1
778401,2025-04-08T23:40:00Z,2025,R,Final,Chicago Cubs,Texas Rangers,10,6,Chicago Cubs,1,0,Wrigley Field,N,1
778400,2025-04-08T23:40:00Z,2025,R,Final,Kansas City Royals,Minnesota Twins,2,1,Kansas City Royals,1,0,Kauffman Stadium,N,1
778394,2025-04-09T00:40:00Z,2025,R,Final,Colorado Rockies,Milwaukee Brewers,1,7,Milwaukee Brewers,0,1,Coors Field,N,1
778396,2025-04-09T01:40:00Z,2025,R,Final,Arizona Diamondbacks,Baltimore Orioles,4,3,Arizona Diamondbacks,1,0,Chase Field,N,1
778398,2025-04-09T01:40:00Z,2025,R,Final,Seattle Mariners,Houston Astros,1,2,Houston Astros,0,1,T-Mobile Park,N,1
778397,2025-04-09T01:45:00Z,2025,R,Final,San Francisco Giants,Cincinnati Reds,0,1,Cincinnati Reds,0,1,Oracle Park,N,1
778395,2025-04-09T02:05:00Z,2025,R,Final,Athletics,San Diego Padres,10,4,Athletics,1,0,Sutter Health Park,N,1
778389,2025-04-09T16:35:00Z,2025,R,Final,Pittsburgh Pirates,St. Louis Cardinals,2,1,Pittsburgh Pirates,1,0,PNC Park,N,1
778390,2025-04-09T17:10:00Z,2025,R,Final,New York Mets,Miami Marlins,0,5,Miami Marlins,0,1,Citi Field,N,1
778387,2025-04-09T17:10:00Z,2025,R,Final,Detroit Tigers,New York Yankees,3,4,New York Yankees,0,1,Comerica Park,N,1
778385,2025-04-09T18:20:00Z,2025,R,Final,Chicago Cubs,Texas Rangers,2,6,Texas Rangers,0,1,Wrigley Field,N,1
778381,2025-04-09T19:35:00Z,2025,R,Final,Athletics,San Diego Padres,1,2,San Diego Padres,0,1,Sutter Health Park,N,1
778380,2025-04-09T19:40:00Z,2025,R,Final,Arizona Diamondbacks,Baltimore Orioles,9,0,Arizona Diamondbacks,1,0,Chase Field,N,1
778376,2025-04-09T19:45:00Z,2025,R,Final,San Francisco Giants,Cincinnati Reds,8,6,San Francisco Giants,1,0,Oracle Park,N,1
778392,2025-04-09T20:05:00Z,2025,R,Final,Washington Nationals,Los Angeles Dodgers,5,6,Los Angeles Dodgers,0,1,Nationals Park,N,1
778383,2025-04-09T20:10:00Z,2025,R,Final,Seattle Mariners,Houston Astros,7,6,Seattle Mariners,1,0,T-Mobile Park,N,1
778391,2025-04-09T22:10:00Z,2025,R,Final,Cleveland Guardians,Chicago White Sox,3,2,Cleveland Guardians,1,0,Progressive Field,N,1
778386,2025-04-09T22:45:00Z,2025,R,Final,Boston Red Sox,Toronto Blue Jays,1,2,Toronto Blue Jays,0,1,Fenway Park,N,1
778399,2025-04-09T23:05:00Z,2025,R,Final,Tampa Bay Rays,Los Angeles Angels,5,4,Tampa Bay Rays,1,0,George M. Steinbrenner Field,N,1
778393,2025-04-09T23:15:00Z,2025,R,Final,Atlanta Braves,Philadelphia Phillies,3,4,Philadelphia Phillies,0,1,Truist Park,N,1
778388,2025-04-09T23:40:00Z,2025,R,Final,Kansas City Royals,Minnesota Twins,0,4,Minnesota Twins,0,1,Kauffman Stadium,N,1
778379,2025-04-10T00:40:00Z,2025,R,Final,Colorado Rockies,Milwaukee Brewers,2,17,Milwaukee Brewers,0,1,Coors Field,N,1
778382,2025-04-10T17:10:00Z,2025,R,Final,Tampa Bay Rays,Los Angeles Angels,1,11,Los Angeles Angels,0,1,George M. Steinbrenner Field,N,1
778378,2025-04-10T17:10:00Z,2025,R,Final,Cleveland Guardians,Chicago White Sox,6,1,Cleveland Guardians,1,0,Progressive Field,N,1
