game_id,game_date,season,game_type,status,home_team,away_team,home_score,away_score,winner,home_win,away_win,venue,doubleheader,game_number
529407,2018-03-29T16:40:00Z,2018,R,Final,Miami Marlins,Chicago Cubs,4,8,Chicago Cubs,0,1,Marlins Park,N,1
529419,2018-03-29T17:10:00Z,2018,R,Final,New York Mets,St. Louis Cardinals,9,4,New York Mets,1,0,Citi Field,N,1
529414,2018-03-29T19:05:00Z,2018,R,Final,Baltimore Orioles,Minnesota Twins,3,2,Baltimore Orioles,1,0,Oriole Park at Camden Yards,N,1
529411,2018-03-29T19:35:00Z,2018,R,Final,Texas Rangers,Houston Astros,1,4,Houston Astros,0,1,Globe Life Park in Arlington,N,1
529415,2018-03-29T19:37:00Z,2018,R,Final,Toronto Blue Jays,New York Yankees,1,6,New York Yankees,0,1,Rogers Centre,N,1
529406,2018-03-29T20:00:00Z,2018,R,Final,Tampa Bay Rays,Boston Red Sox,6,4,Tampa Bay Rays,1,0,Tropicana Field,N,1
529412,2018-03-29T20:05:00Z,2018,R,Final,Oakland Athletics,Los Angeles Angels,6,5,Oakland Athletics,1,0,Oakland Coliseum,N,1
529416,2018-03-29T20:10:00Z,2018,R,Final,Atlanta Braves,Philadelphia Phillies,8,5,Atlanta Braves,1,0,SunTrust Park,N,1
529413,2018-03-29T20:10:00Z,2018,R,Final,San Diego Padres,Milwaukee Brewers,1,2,Milwaukee Brewers,0,1,Petco Park,N,1
529408,2018-03-29T20:15:00Z,2018,R,Final,Kansas City Royals,Chicago White Sox,7,14,Chicago White Sox,0,1,Kauffman Stadium,N,1
529418,2018-03-29T23:08:00Z,2018,R,Final,Los Angeles Dodgers,San Francisco Giants,0,1,San Francisco Giants,0,1,Dodger Stadium,N,1
529410,2018-03-30T02:10:00Z,2018,R,Final,Arizona Diamondbacks,Colorado Rockies,8,2,Arizona Diamondbacks,1,0,Chase Field,N,1
529409,2018-03-30T02:10:00Z,2018,R,Final,Seattle Mariners,Cleveland Indians,2,1,Seattle Mariners,1,0,Safeco Field,N,1
529417,2018-03-29T17:10:00Z,2018,R,Postponed,Detroit Tigers,Pittsburgh Pirates,,,,,,Comerica Park,N,1
529420,2018-03-29T20:10:00Z,2018,R,Postponed,Cincinnati Reds,Washington Nationals,,,,,,Great American Ball Park,N,1
529417,2018-03-30T17:10:00Z,2018,R,Final,Detroit Tigers,Pittsburgh Pirates,10,13,Pittsburgh Pirates,0,1,Comerica Park,N,1
529420,2018-03-30T20:10:00Z,2018,R,Final,Cincinnati Reds,Washington Nationals,0,2,Washington Nationals,0,1,Great American Ball Park,N,1
529427,2018-03-30T23:07:00Z,2018,R,Final,Toronto Blue Jays,New York Yankees,2,4,New York Yankees,0,1,Rogers Centre,N,1
529421,2018-03-30T23:10:00Z,2018,R,Final,Tampa Bay Rays,Boston Red Sox,0,1,Boston Red Sox,0,1,Tropicana Field,N,1
529422,2018-03-30T23:10:00Z,2018,R,Final,Miami Marlins,Chicago Cubs,2,1,Miami Marlins,1,0,Marlins Park,N,1
529428,2018-03-30T23:35:00Z,2018,R,Final,Atlanta Braves,Philadelphia Phillies,4,5,Philadelphia Phillies,0,1,SunTrust Park,N,1
529424,2018-03-31T00:05:00Z,2018,R,Final,Texas Rangers,Houston Astros,5,1,Texas Rangers,1,0,Globe Life Park in Arlington,N,1
529423,2018-03-31T01:40:00Z,2018,R,Final,Arizona Diamondbacks,Colorado Rockies,9,8,Arizona Diamondbacks,1,0,Chase Field,N,1
529425,2018-03-31T02:05:00Z,2018,R,Final,Oakland Athletics,Los Angeles Angels,1,2,Los Angeles Angels,0,1,Oakland Coliseum,N,1
