game_id,game_date,season,game_type,status,home_team,away_team,home_score,away_score,winner,home_win,away_win,venue,doubleheader,game_number
718780,2023-03-30T17:05:00Z,2023,R,Final,Washington Nationals,Atlanta Braves,2,7,Atlanta Braves,0,1,Nationals Park,N,1
718781,2023-03-30T17:05:00Z,2023,R,Final,New York Yankees,San Francisco Giants,5,0,New York Yankees,1,0,Yankee Stadium,N,1
718782,2023-03-30T18:10:00Z,2023,R,Final,Boston Red Sox,Baltimore Orioles,9,10,Baltimore Orioles,0,1,Fenway Park,N,1
718777,2023-03-30T18:20:00Z,2023,R,Final,Chicago Cubs,Milwaukee Brewers,4,0,Chicago Cubs,1,0,Wrigley Field,N,1
718776,2023-03-30T19:10:00Z,2023,R,Final,Tampa Bay Rays,Detroit Tigers,4,0,Tampa Bay Rays,1,0,Tropicana Field,N,1
718779,2023-03-30T20:05:00Z,2023,R,Final,Texas Rangers,Philadelphia Phillies,11,7,Texas Rangers,1,0,Globe Life Field,N,1
718773,2023-03-30T20:10:00Z,2023,R,Final,Cincinnati Reds,Pittsburgh Pirates,4,5,Pittsburgh Pirates,0,1,Great American Ball Park,N,1
718772,2023-03-30T20:10:00Z,2023,R,Final,St. Louis Cardinals,Toronto Blue Jays,9,10,Toronto Blue Jays,0,1,Busch Stadium,N,1
718775,2023-03-30T20:10:00Z,2023,R,Final,Kansas City Royals,Minnesota Twins,0,2,Minnesota Twins,0,1,Kauffman Stadium,N,1
718774,2023-03-30T20:10:00Z,2023,R,Final,Miami Marlins,New York Mets,3,5,New York Mets,0,1,loanDepot park,N,1
718768,2023-03-30T23:08:00Z,2023,R,Final,Houston Astros,Chicago White Sox,2,3,Chicago White Sox,0,1,Minute Maid Park,N,1
718778,2023-03-31T01:40:00Z,2023,R,Final,San Diego Padres,Colorado Rockies,2,7,Colorado Rockies,0,1,Petco Park,N,1
718769,2023-03-31T02:07:00Z,2023,R,Final,Oakland Athletics,Los Angeles Angels,2,1,Oakland Athletics,1,0,Oakland Coliseum,N,1
718770,2023-03-31T02:10:00Z,2023,R,Final,Los Angeles Dodgers,Arizona Diamondbacks,8,2,Los Angeles Dodgers,1,0,Dodger Stadium,N,1
718767,2023-03-31T02:10:00Z,2023,R,Final,Seattle Mariners,Cleveland Guardians,3,0,Seattle Mariners,1,0,T-Mobile Park,N,1
718771,2023-03-31T22:40:00Z,2023,R,Final,Miami Marlins,New York Mets,2,1,Miami Marlins,1,0,loanDepot park,N,1
718764,2023-04-01T00:10:00Z,2023,R,Final,Houston Astros,Chicago White Sox,6,3,Houston Astros,1,0,Minute Maid Park,N,1
718766,2023-04-01T01:40:00Z,2023,R,Final,San Diego Padres,Colorado Rockies,1,4,Colorado Rockies,0,1,Petco Park,N,1
