game_id,game_date,season,game_type,status,home_team,away_team,home_score,away_score,winner,home_win,away_win,venue,doubleheader,game_number
745444,2024-03-20T10:05:00Z,2024,R,Final,San Diego Padres,Los Angeles Dodgers,2,5,Los Angeles Dodgers,0,1,Gocheok Sky Dome,N,1
746175,2024-03-21T10:05:00Z,2024,R,Final,Los Angeles Dodgers,San Diego Padres,11,15,San Diego Padres,0,1,Gocheok Sky Dome,N,1
747060,2024-03-28T19:05:00Z,2024,R,Final,Baltimore Orioles,Los Angeles Angels,11,3,Baltimore Orioles,1,0,Oriole Park at Camden Yards,N,1
746737,2024-03-28T20:10:00Z,2024,R,Final,Cincinnati Reds,Washington Nationals,8,2,Cincinnati Reds,1,0,Great American Ball Park,N,1
745445,2024-03-28T20:10:00Z,2024,R,Final,San Diego Padres,San Francisco Giants,6,4,San Diego Padres,1,0,Petco Park,N,1
746165,2024-03-28T20:10:00Z,2024,R,Final,Los Angeles Dodgers,St. Louis Cardinals,7,1,Los Angeles Dodgers,1,0,Dodger Stadium,N,1
745116,2024-03-28T20:10:00Z,2024,R,Final,Tampa Bay Rays,Toronto Blue Jays,2,8,Toronto Blue Jays,0,1,Tropicana Field,N,1
746335,2024-03-28T20:10:00Z,2024,R,Final,Kansas City Royals,Minnesota Twins,1,4,Minnesota Twins,0,1,Kauffman Stadium,N,1
746821,2024-03-28T20:10:00Z,2024,R,Final,Chicago White Sox,Detroit Tigers,0,1,Detroit Tigers,0,1,Guaranteed Rate Field,N,1
746089,2024-03-28T20:10:00Z,2024,R,Final,Miami Marlins,Pittsburgh Pirates,5,6,Pittsburgh Pirates,0,1,loanDepot park,N,1
746418,2024-03-28T20:10:00Z,2024,R,Final,Houston Astros,New York Yankees,4,5,New York Yankees,0,1,Minute Maid Park,N,1
745039,2024-03-28T23:35:00Z,2024,R,Final,Texas Rangers,Chicago Cubs,4,3,Texas Rangers,1,0,Globe Life Field,N,1
745687,2024-03-29T02:07:00Z,2024,R,Final,Oakland Athletics,Cleveland Guardians,0,8,Cleveland Guardians,0,1,Oakland Coliseum,N,1
747224,2024-03-29T02:10:00Z,2024,R,Final,Arizona Diamondbacks,Colorado Rockies,16,1,Arizona Diamondbacks,1,0,Chase Field,N,1
745283,2024-03-29T02:10:00Z,2024,R,Final,Seattle Mariners,Boston Red Sox,4,6,Boston Red Sox,0,1,T-Mobile Park,N,1
745848,2024-03-28T17:10:00Z,2024,R,Postponed,New York Mets,Milwaukee Brewers,,,,,,Citi Field,N,1
745604,2024-03-28T19:05:00Z,2024,R,Postponed,Philadelphia Phillies,Atlanta Braves,,,,,,Citizens Bank Park,N,1
745848,2024-03-29T17:40:00Z,2024,R,Final,New York Mets,Milwaukee Brewers,1,3,Milwaukee Brewers,0,1,Citi Field,N,1
745604,2024-03-29T19:05:00Z,2024,R,Final,Philadelphia Phillies,Atlanta Braves,3,9,Atlanta Braves,0,1,Citizens Bank Park,N,1
745117,2024-03-29T22:50:00Z,2024,R,Final,Tampa Bay Rays,Toronto Blue Jays,8,2,Tampa Bay Rays,1,0,Tropicana Field,N,1
746091,2024-03-29T23:10:00Z,2024,R,Final,Miami Marlins,Pittsburgh Pirates,2,7,Pittsburgh Pirates,0,1,loanDepot park,N,1
746412,2024-03-30T00:10:00Z,2024,R,Final,Houston Astros,New York Yankees,1,7,New York Yankees,0,1,Minute Maid Park,N,1
747223,2024-03-30T01:40:00Z,2024,R,Final,Arizona Diamondbacks,Colorado Rockies,7,3,Arizona Diamondbacks,1,0,Chase Field,N,1
745682,2024-03-30T01:40:00Z,2024,R,Final,Oakland Athletics,Cleveland Guardians,4,6,Cleveland Guardians,0,1,Oakland Coliseum,N,1
745276,2024-03-30T01:40:00Z,2024,R,Final,Seattle Mariners,Boston Red Sox,1,0,Seattle Mariners,1,0,T-Mobile Park,N,1
745435,2024-03-30T01:40:00Z,2024,R,Final,San Diego Padres,San Francisco Giants,3,8,San Francisco Giants,0,1,Petco Park,N,1
746167,2024-03-30T02:10:00Z,2024,R,Final,Los Angeles Dodgers,St. Louis Cardinals,6,3,Los Angeles Dodgers,1,0,Dodger Stadium,N,1
745850,2024-03-30T17:40:00Z,2024,R,Final,New York Mets,Milwaukee Brewers,6,7,Milwaukee Brewers,0,1,Citi Field,N,1
746818,2024-03-30T18:10:00Z,2024,R,Final,Chicago White Sox,Detroit Tigers,6,7,Detroit Tigers,0,1,Guaranteed Rate Field,N,1
747063,2024-03-30T20:05:00Z,2024,R,Final,Baltimore Orioles,Los Angeles Angels,13,4,Baltimore Orioles,1,0,Oriole Park at Camden Yards,N,1
745599,2024-03-30T20:05:00Z,2024,R,Final,Philadelphia Phillies,Atlanta Braves,4,12,Atlanta Braves,0,1,Citizens Bank Park,N,1
745684,2024-03-30T20:07:00Z,2024,R,Final,Oakland Athletics,Cleveland Guardians,3,12,Cleveland Guardians,0,1,Oakland Coliseum,N,1
746736,2024-03-30T20:10:00Z,2024,R,Final,Cincinnati Reds,Washington Nationals,6,7,Washington Nationals,0,1,Great American Ball Park,N,1
745119,2024-03-30T20:10:00Z,2024,R,Final,Tampa Bay Rays,Toronto Blue Jays,5,1,Tampa Bay Rays,1,0,Tropicana Field,N,1
746333,2024-03-30T20:10:00Z,2024,R,Final,Kansas City Royals,Minnesota Twins,1,5,Minnesota Twins,0,1,Kauffman Stadium,N,1
746087,2024-03-30T20:10:00Z,2024,R,Final,Miami Marlins,Pittsburgh Pirates,3,9,Pittsburgh Pirates,0,1,loanDepot park,N,1
745037,2024-03-30T23:05:00Z,2024,R,Final,Texas Rangers,Chicago Cubs,11,2,Texas Rangers,1,0,Globe Life Field,N,1
745436,2024-03-30T23:15:00Z,2024,R,Final,San Diego Padres,San Francisco Giants,6,9,San Francisco Giants,0,1,Petco Park,N,1
746410,2024-03-30T23:15:00Z,2024,R,Final,Houston Astros,New York Yankees,3,5,New York Yankees,0,1,Minute Maid Park,N,1
747221,2024-03-31T00:10:00Z,2024,R,Final,Arizona Diamondbacks,Colorado Rockies,4,9,Colorado Rockies,0,1,Chase Field,N,1
746168,2024-03-31T01:10:00Z,2024,R,Final,Los Angeles Dodgers,St. Louis Cardinals,5,6,St. Louis Cardinals,0,1,Dodger Stadium,N,1
745278,2024-03-31T01:40:00Z,2024,R,Final,Seattle Mariners,Boston Red Sox,4,3,Seattle Mariners,1,0,T-Mobile Park,N,1
747062,2024-03-31T17:35:00Z,2024,R,Final,Baltimore Orioles,Los Angeles Angels,1,4,Los Angeles Angels,0,1,Oriole Park at Camden Yards,N,1
745602,2024-03-31T17:35:00Z,2024,R,Final,Philadelphia Phillies,Atlanta Braves,5,4,Philadelphia Phillies,1,0,Citizens Bank Park,N,1
746739,2024-03-31T17:40:00Z,2024,R,Final,Cincinnati Reds,Washington Nationals,6,5,Cincinnati Reds,1,0,Great American Ball Park,N,1
745115,2024-03-31T17:40:00Z,2024,R,Final,Tampa Bay Rays,Toronto Blue Jays,2,9,Toronto Blue Jays,0,1,Tropicana Field,N,1
746090,2024-03-31T17:40:00Z,2024,R,Final,Miami Marlins,Pittsburgh Pirates,7,9,Pittsburgh Pirates,0,1,loanDepot park,N,1
745845,2024-03-31T17:40:00Z,2024,R,Final,New York Mets,Milwaukee Brewers,1,4,Milwaukee Brewers,0,1,Citi Field,N,1
